                    Time	   NJacEvals	    NRhsEvals
          4485.6079088562	            1            8
          8788.2946563347	            1            8
         12102.9371139085	            1            8
         15417.5795714823	            1            8
         18732.2220290562	            1            8
         22996.2911351372	            1            8
         25603.0390124313	            1            8
         31809.7868897253	            1            8
         35409.7868897253	            1            8
         39009.7868897253	            1            8
         42609.7868897253	            1            8
         46209.7868897253	            1            8
         49809.7868897253	            1            8
         53409.7868897253	            1            8
         57009.7868897253	            1            8
         60609.7868897253	            1            8
         64209.7868897253	            1            8
         67809.7868897253	            1            8
         71409.7868897253	            2           16
         75009.7868897253	            2           16
         78609.7868897253	            2           16
         82209.7868897253	            2           16
         85809.7868897253	            2           16
         89409.7868897253	            2           16
         93009.7868897253	            2           16
         96609.7868897253	            2           16
        100209.7868897253	            2           16
        103809.7868897253	            2           16
        107409.7868897253	            2           16
        111009.7868897253	            2           16
        114609.7868897253	            2           16
        118209.7868897253	            2           16
        121809.7868897253	            2           16
        125409.7868897253	            2           16
        129009.7868897253	            2           16
        132609.7868897253	            2           16
        136209.7868897253	            2           16
        139809.7868897253	            2           16
        143409.7868897253	            2           16
        147009.7868897253	            2           16
        150609.7868897253	            2           16
        154209.7868897253	            2           16
        157809.7868897253	            2           16
        161409.7868897253	            2           16
        165009.7868897253	            2           16
        168609.7868897253	            2           16
        172209.7868897253	            2           16
        175809.7868897253	            2           16
        179409.7868897253	            2           16
        183009.7868897253	            2           16
        186609.7868897253	            2           16
        190209.7868897253	            2           16
        193809.7868897253	            2           16
        197409.7868897253	            2           16
        201009.7868897253	            2           16
        204609.7868897253	            2           16
        208209.7868897253	            2           16
        211809.7868897253	            2           16
        215409.7868897253	            2           16
        219009.7868897253	            2           16
        222609.7868897253	            2           16
        226209.7868897253	            2           16
        229809.7868897253	            2           16
        233409.7868897253	            2           16
        237009.7868897253	            2           16
        240609.7868897253	            2           16
        244209.7868897253	            2           16
        247809.7868897253	            2           16
        251409.7868897253	            2           16
        255009.7868897253	            2           16
        258609.7868897253	            2           16
        262209.7868897253	            2           16
        265809.7868897253	            2           16
        269409.7868897253	            2           16
        273009.7868897253	            2           16
        276609.7868897253	            2           16
        280209.7868897253	            2           16
        283809.7868897253	            2           16
        287409.7868897253	            3           24
        291009.7868897253	            3           24
        294609.7868897253	            3           24
        298209.7868897253	            3           24
        301809.7868897253	            3           24
        305409.7868897253	            3           24
        309009.7868897253	            3           24
        312609.7868897253	            3           24
        316209.7868897253	            3           24
        319809.7868897253	            3           24
        323409.7868897253	            3           24
        327009.7868897253	            3           24
        330609.7868897253	            3           24
        334209.7868897253	            3           24
        337809.7868897253	            3           24
        341409.7868897253	            3           24
        345009.7868897253	            3           24
        348609.7868897253	            3           24
        352209.7868897253	            3           24
        355809.7868897253	            3           24
        359409.7868897253	            3           24
        363009.7868897253	            3           24
        366609.7868897253	            3           24
        370209.7868897253	            3           24
        373809.7868897253	            3           24
        377409.7868897253	            3           24
        381009.7868897253	            3           24
        384609.7868897253	            3           24
        388209.7868897253	            3           24
        391809.7868897253	            3           24
        395409.7868897253	            3           24
        399009.7868897253	            3           24
        402609.7868897253	            3           24
        406209.7868897253	            3           24
        409809.7868897253	            3           24
        413409.7868897253	            3           24
        417009.7868897253	            3           24
        420609.7868897253	            3           24
        424209.7868897253	            3           24
        427809.7868897253	            3           24
        431409.7868897253	            3           24
        435009.7868897253	            3           24
        438609.7868897253	            3           24
        442209.7868897253	            3           24
        445809.7868897253	            3           24
        449409.7868897253	            3           24
        453009.7868897253	            3           24
        456609.7868897253	            3           24
        460209.7868897253	            3           24
        463809.7868897253	            3           24
        467409.7868897253	            3           24
        471009.7868897253	            3           24
        474609.7868897253	            3           24
        478209.7868897253	            3           24
        481809.7868897253	            3           24
        485409.7868897253	            3           24
        489009.7868897253	            3           24
        492609.7868897253	            3           24
        496209.7868897253	            3           24
        499809.7868897253	            3           24
        503409.7868897253	            4           32
        507009.7868897253	            4           32
        510609.7868897253	            4           32
        514209.7868897253	            4           32
        517809.7868897253	            4           32
        521409.7868897253	            4           32
        525009.7868897254	            4           32
        528609.7868897254	            4           32
        532209.7868897254	            4           32
        535809.7868897254	            4           32
        539409.7868897254	            4           32
        543009.7868897254	            4           32
        546609.7868897254	            4           32
        550209.7868897254	            4           32
        553809.7868897254	            4           32
        557409.7868897254	            4           32
        561009.7868897254	            4           32
        564609.7868897254	            4           32
        568209.7868897254	            4           32
        571809.7868897254	            4           32
        575409.7868897254	            4           32
        579009.7868897254	            4           32
        582609.7868897254	            4           32
        586209.7868897254	            4           32
        589809.7868897254	            4           32
        593409.7868897254	            4           32
        597009.7868897254	            4           32
        600609.7868897254	            4           32
        604209.7868897254	            4           32
        607809.7868897254	            4           32
        611409.7868897254	            4           32
        615009.7868897254	            4           32
        618609.7868897254	            4           32
        622209.7868897254	            4           32
        625809.7868897254	            4           32
        629409.7868897254	            4           32
        633009.7868897254	            4           32
        636609.7868897254	            4           32
        640209.7868897254	            4           32
        643809.7868897254	            4           32
        647409.7868897254	            4           32
        651009.7868897254	            4           32
        654609.7868897254	            4           32
        658209.7868897254	            4           32
        661809.7868897254	            4           32
        665409.7868897254	            4           32
        669009.7868897254	            4           32
        672609.7868897254	            4           32
        676209.7868897254	            4           32
        679809.7868897254	            4           32
        683409.7868897254	            4           32
        687009.7868897254	            4           32
        690609.7868897254	            4           32
        694209.7868897254	            4           32
        697809.7868897254	            4           32
        701409.7868897254	            4           32
        705009.7868897254	            4           32
        708609.7868897254	            4           32
        712209.7868897254	            4           32
        715809.7868897254	            4           32
        719409.7868897254	            5           40
        723009.7868897254	            5           40
        726609.7868897254	            5           40
        730209.7868897254	            5           40
        733809.7868897254	            5           40
        737409.7868897254	            5           40
        741009.7868897254	            5           40
        744609.7868897254	            5           40
        748209.7868897254	            5           40
        751809.7868897254	            5           40
        755409.7868897254	            5           40
        759009.7868897254	            5           40
        762609.7868897254	            5           40
        766209.7868897254	            5           40
        769809.7868897254	            5           40
        773409.7868897254	            5           40
        777009.7868897254	            5           40
        780609.7868897254	            5           40
        784209.7868897254	            5           40
        787809.7868897254	            5           40
        791409.7868897254	            5           40
        795009.7868897254	            5           40
        798609.7868897254	            5           40
        802209.7868897254	            5           40
        805809.7868897254	            5           40
        809409.7868897254	            5           40
        813009.7868897254	            5           40
        816609.7868897254	            5           40
        820209.7868897254	            5           40
        823809.7868897254	            5           40
        827409.7868897254	            5           40
        831009.7868897254	            5           40
        834609.7868897254	            5           40
        838209.7868897254	            5           40
        841809.7868897254	            5           40
        845409.7868897254	            5           40
        849009.7868897254	            5           40
        852609.7868897254	            5           40
        856209.7868897254	            5           40
        859809.7868897254	            5           40
        863409.7868897254	            5           40
        867009.7868897254	            5           40
        870609.7868897254	            5           40
        874209.7868897254	            5           40
        877809.7868897254	            5           40
        881409.7868897254	            5           40
        885009.7868897254	            5           40
        888609.7868897254	            5           40
        892209.7868897254	            5           40
        895809.7868897254	            5           40
        899409.7868897254	            5           40
        903009.7868897254	            5           40
        906609.7868897254	            5           40
        910209.7868897254	            5           40
        913809.7868897254	            5           40
        917409.7868897254	            5           40
        921009.7868897254	            5           40
        924609.7868897254	            5           40
        928209.7868897254	            5           40
        931809.7868897254	            5           40
        935409.7868897254	            6           48
        939009.7868897254	            6           48
        942609.7868897254	            6           48
        946209.7868897254	            6           48
        949809.7868897254	            6           48
        953409.7868897254	            6           48
        957009.7868897254	            6           48
        960609.7868897254	            6           48
        964209.7868897254	            6           48
        967809.7868897254	            6           48
        971409.7868897254	            6           48
        975009.7868897254	            6           48
        978609.7868897254	            6           48
        982209.7868897254	            6           48
        985809.7868897254	            6           48
        989409.7868897254	            6           48
        993009.7868897254	            6           48
        996609.7868897254	            6           48
       1000209.7868897254	            6           48
       1003809.7868897254	            6           48
       1007409.7868897254	            6           48
       1011009.7868897254	            6           48
       1014609.7868897254	            6           48
       1018209.7868897254	            6           48
       1021809.7868897254	            6           48
       1025409.7868897254	            6           48
       1029009.7868897254	            6           48
       1032609.7868897254	            6           48
       1036209.7868897254	            6           48
       1039809.7868897254	            6           48
       1043409.7868897254	            6           48
       1047009.7868897254	            6           48
       1050609.7868897254	            6           48
       1054209.7868897254	            6           48
       1057809.7868897254	            6           48
       1061409.7868897254	            6           48
       1065009.7868897254	            6           48
       1068609.7868897254	            6           48
       1072209.7868897254	            6           48
       1075809.7868897254	            6           48
       1079409.7868897254	            6           48
       1083009.7868897254	            6           48
       1086609.7868897254	            6           48
       1090209.7868897254	            6           48
       1093809.7868897254	            6           48
       1097409.7868897254	            6           48
       1101009.7868897254	            6           48
       1104609.7868897254	            6           48
       1108209.7868897254	            6           48
       1111809.7868897254	            6           48
       1115409.7868897254	            6           48
       1119009.7868897254	            6           48
       1122609.7868897254	            6           48
       1126209.7868897254	            6           48
       1129809.7868897254	            6           48
       1133409.7868897254	            6           48
       1137009.7868897254	            6           48
       1140609.7868897254	            6           48
       1144209.7868897254	            6           48
       1147809.7868897254	            6           48
       1151409.7868897254	            7           56
       1155009.7868897254	            7           56
       1158609.7868897254	            7           56
       1162209.7868897254	            7           56
       1165809.7868897254	            7           56
       1169409.7868897254	            7           56
       1173009.7868897254	            7           56
       1176609.7868897254	            7           56
       1180209.7868897254	            7           56
       1183809.7868897254	            7           56
       1187409.7868897254	            7           56
       1191009.7868897254	            7           56
       1194609.7868897254	            7           56
       1198209.7868897254	            7           56
       1201809.7868897254	            7           56
       1205409.7868897254	            7           56
       1209009.7868897254	            7           56
       1212609.7868897254	            7           56
       1216209.7868897254	            7           56
       1219809.7868897254	            7           56
       1223409.7868897254	            7           56
       1227009.7868897254	            7           56
       1230609.7868897254	            7           56
       1234209.7868897254	            7           56
       1237809.7868897254	            7           56
       1241409.7868897254	            7           56
       1245009.7868897254	            7           56
       1248609.7868897254	            7           56
       1252209.7868897254	            7           56
       1255809.7868897254	            7           56
       1259409.7868897254	            7           56
       1263009.7868897254	            7           56
       1266609.7868897254	            7           56
       1270209.7868897254	            7           56
       1273809.7868897254	            7           56
       1277409.7868897254	            7           56
       1281009.7868897254	            7           56
       1284609.7868897254	            7           56
       1288209.7868897254	            7           56
       1291809.7868897254	            7           56
       1295409.7868897254	            7           56
       1299009.7868897254	            7           56
       1302609.7868897254	            7           56
       1306209.7868897254	            7           56
       1309809.7868897254	            7           56
       1313409.7868897254	            7           56
       1317009.7868897254	            7           56
       1320609.7868897254	            7           56
       1324209.7868897254	            7           56
       1327809.7868897254	            7           56
       1331409.7868897254	            7           56
       1335009.7868897254	            7           56
       1338609.7868897254	            7           56
       1342209.7868897254	            7           56
       1345809.7868897254	            7           56
       1349409.7868897254	            7           56
       1353009.7868897254	            7           56
       1356609.7868897254	            7           56
       1360209.7868897254	            7           56
       1363809.7868897254	            7           56
       1367409.7868897254	            8           64
       1371009.7868897254	            8           64
       1374609.7868897254	            8           64
       1378209.7868897254	            8           64
       1381809.7868897254	            8           64
       1385409.7868897254	            8           64
       1389009.7868897254	            8           64
       1392609.7868897254	            8           64
       1396209.7868897254	            8           64
       1399809.7868897254	            8           64
       1403409.7868897254	            8           64
       1407009.7868897254	            8           64
       1410609.7868897254	            8           64
       1414209.7868897254	            8           64
       1417809.7868897254	            8           64
       1421409.7868897254	            8           64
       1425009.7868897254	            8           64
       1428609.7868897254	            8           64
       1432209.7868897254	            8           64
       1435809.7868897254	            8           64
       1439409.7868897254	            8           64
       1443009.7868897254	            8           64
       1446609.7868897254	            8           64
       1450209.7868897254	            8           64
       1453809.7868897254	            8           64
       1457409.7868897254	            8           64
       1461009.7868897254	            8           64
       1464609.7868897254	            8           64
       1468209.7868897254	            8           64
       1471809.7868897254	            8           64
       1475409.7868897254	            8           64
       1479009.7868897254	            8           64
       1482609.7868897254	            8           64
       1486209.7868897254	            8           64
       1489809.7868897254	            8           64
       1493409.7868897254	            8           64
       1497009.7868897254	            8           64
       1500609.7868897254	            8           64
       1504209.7868897254	            8           64
       1507809.7868897254	            8           64
       1511409.7868897254	            8           64
       1515009.7868897254	            8           64
       1518609.7868897254	            8           64
       1522209.7868897254	            8           64
       1525809.7868897254	            8           64
       1529409.7868897254	            8           64
       1533009.7868897254	            8           64
       1536609.7868897254	            8           64
       1540209.7868897254	            8           64
       1543809.7868897254	            8           64
       1547409.7868897254	            8           64
       1551009.7868897254	            8           64
       1554609.7868897254	            8           64
       1558209.7868897254	            8           64
       1561809.7868897254	            8           64
       1565409.7868897254	            8           64
       1569009.7868897254	            8           64
       1572609.7868897254	            8           64
       1576209.7868897254	            8           64
       1579809.7868897254	            8           64
       1583409.7868897254	            9           72
       1587009.7868897254	            9           72
       1590609.7868897254	            9           72
       1594209.7868897254	            9           72
       1597809.7868897254	            9           72
       1601409.7868897254	            9           72
       1605009.7868897254	            9           72
       1608609.7868897254	            9           72
       1612209.7868897254	            9           72
       1615809.7868897254	            9           72
       1619409.7868897254	            9           72
       1623009.7868897254	            9           72
       1626609.7868897254	            9           72
       1630209.7868897254	            9           72
       1633809.7868897254	            9           72
       1637409.7868897254	            9           72
       1641009.7868897254	            9           72
       1644609.7868897254	            9           72
       1648209.7868897254	            9           72
       1651809.7868897254	            9           72
       1655409.7868897254	            9           72
       1659009.7868897254	            9           72
       1662609.7868897254	            9           72
       1666209.7868897254	            9           72
       1669809.7868897254	            9           72
       1673409.7868897254	            9           72
       1677009.7868897254	            9           72
       1680609.7868897254	            9           72
       1684209.7868897254	            9           72
       1687809.7868897254	            9           72
       1691409.7868897254	            9           72
       1695009.7868897254	            9           72
       1698609.7868897254	            9           72
       1702209.7868897254	            9           72
       1705809.7868897254	            9           72
       1709409.7868897254	            9           72
       1713009.7868897254	            9           72
       1716609.7868897254	            9           72
       1720209.7868897254	            9           72
       1723809.7868897254	            9           72
       1727409.7868897254	            9           72
       1731009.7868897254	            9           72
       1734609.7868897254	            9           72
       1738209.7868897254	            9           72
       1741809.7868897254	            9           72
       1745409.7868897254	            9           72
       1749009.7868897254	            9           72
       1752609.7868897254	            9           72
       1756209.7868897254	            9           72
       1759809.7868897254	            9           72
       1763409.7868897254	            9           72
       1767009.7868897254	            9           72
       1770609.7868897254	            9           72
       1774209.7868897254	            9           72
       1777809.7868897254	            9           72
       1781409.7868897254	            9           72
       1785009.7868897254	            9           72
       1788609.7868897254	            9           72
       1792209.7868897254	            9           72
       1795809.7868897254	            9           72
       1799409.7868897254	           10           80
       1803009.7868897254	           10           80
       1806609.7868897254	           10           80
       1810209.7868897254	           10           80
       1813809.7868897254	           10           80
       1817409.7868897254	           10           80
       1821009.7868897254	           10           80
       1824609.7868897254	           10           80
       1828209.7868897254	           10           80
       1831809.7868897254	           10           80
       1835409.7868897254	           10           80
       1839009.7868897254	           10           80
       1842609.7868897254	           10           80
       1846209.7868897254	           10           80
       1849809.7868897254	           10           80
       1853409.7868897254	           10           80
       1857009.7868897254	           10           80
       1860609.7868897254	           10           80
       1864209.7868897254	           10           80
       1867809.7868897254	           10           80
       1871409.7868897254	           10           80
       1875009.7868897254	           10           80
       1878609.7868897254	           10           80
       1882209.7868897254	           10           80
       1885809.7868897254	           10           80
       1889409.7868897254	           10           80
       1893009.7868897254	           10           80
       1896609.7868897254	           10           80
       1900209.7868897254	           10           80
       1903809.7868897254	           10           80
       1907409.7868897254	           10           80
       1911009.7868897254	           10           80
       1914609.7868897254	           10           80
       1918209.7868897254	           10           80
       1921809.7868897254	           10           80
       1925409.7868897254	           10           80
       1929009.7868897254	           10           80
       1932609.7868897254	           10           80
       1936209.7868897254	           10           80
       1939809.7868897254	           10           80
       1943409.7868897254	           10           80
       1947009.7868897254	           10           80
       1950609.7868897254	           10           80
       1954209.7868897254	           10           80
       1957809.7868897254	           10           80
       1961409.7868897254	           10           80
       1965009.7868897254	           10           80
       1968609.7868897254	           10           80
       1972209.7868897254	           10           80
       1975809.7868897254	           10           80
       1979409.7868897254	           10           80
       1983009.7868897254	           10           80
       1986609.7868897254	           10           80
       1990209.7868897254	           10           80
       1993809.7868897254	           10           80
       1997409.7868897254	           10           80
       2001009.7868897254	           10           80
       2004609.7868897254	           10           80
       2008209.7868897254	           10           80
       2011809.7868897254	           10           80
       2015409.7868897254	           11           88
       2019009.7868897254	           11           88
       2022609.7868897254	           11           88
       2026209.7868897254	           11           88
       2029809.7868897254	           11           88
       2033409.7868897254	           11           88
       2037009.7868897254	           11           88
       2040609.7868897254	           11           88
