time [h]	MFH3_0 [W]
1668	288.7605837
1669	150.6347617
1670	183.263502
1671	89.4464543
1672	262.5370234
1673	603.2172424
1674	1100.786693
1675	1442.597238
1676	3424.661338
1677	1980.406289
1678	2224.405968
1679	0
1680	12.50893969
1681	75.35505838
1682	106.6274076
1683	127.1239835
1684	151.011537
1685	7835.645036
1686	7752.000921
1687	3758.710312
1688	2315.736299
1689	848.9500877
1690	610.3759729
1691	171.3574028
1692	87.26115761
1693	51.76892511
1694	46.7201362
1695	35.04010215
1696	115.6700146
1697	375.4189009
1698	505.1803114
1699	698.6921013
1700	2629.966893
1701	1240.268906
1702	1487.056722
1703	0
1704	0
1705	0
1706	0
1707	0
1708	5.651629379
1709	6703.661349
1710	6876.375143
1711	1892.014806
1712	578.5007832
1713	181.6056907
1714	22.83258269
1715	0
1716	0
1717	0
1718	0
1719	0
1720	12.96107004
1721	63.59966928
1722	144.6817121
1723	249.4252432
1724	2076.483989
1725	656.0411383
1726	905.5417366
1727	0
1728	0
1729	0
1730	0
1731	0
1732	0
1733	5085.336115
1734	5578.534972
1735	1150.822452
1736	558.7577579
1737	228.5518921
1738	54.55706227
1739	6.254469846
1740	0
1741	0
1742	0
1743	0
1744	0
1745	4.822723736
1746	20.19515565
1747	66.83993679
1748	1633.622311
1749	298.3306761
1750	465.6942608
1751	0
1752	0
1753	0
1754	0
1755	0
1756	0
1757	3513.580307
1758	4298.930726
1759	1374.40091
1760	551.2222521
1761	133.4538084
1762	29.46382783
1763	1.281035993
1764	0
1765	0
1766	0
1767	0
1768	3.918463036
1769	28.10743678
1770	63.3736041
1771	117.7046012
1772	1392.561479
1773	324.6295915
1774	462.3032832
1775	0
1776	0
1777	0
1778	0
1779	0
1780	0
1781	3510.566105
1782	3881.312992
1783	329.9798007
1784	99.01654671
1785	4.445948445
1786	0
1787	0
1788	0
1789	0
1790	0
1791	0
1792	5.12414397
1793	23.13400292
1794	31.4984144
1795	61.5650827
1796	1592.704514
1797	287.6302578
1798	373.4596693
1799	0
1800	0
1801	0
1802	0
1803	0
1804	0
1805	2155.45609
1806	3175.31145
1807	1189.931727
1808	805.7716393
1809	349.3460507
1810	220.3381907
1811	147.168429
1812	95.47485897
1813	70.0802043
1814	89.22038913
1815	151.7650876
1816	144.4556469
1817	367.1298444
1818	542.10429
1819	632.1535848
1820	2425.302554
1821	951.206902
1822	1021.513171
1823	0
1824	0
1825	0
1826	0
1827	0
1828	0
1829	3323.98698
1830	4192.680093
1831	1236.727218
1832	963.7158417
1833	174.6730253
1834	241.1361868
1835	209.4117072
1836	110.6212257
1837	13.48855545
1838	5.57627432
1839	18.08521401
1840	72.56692122
1841	226.9694358
1842	401.416396
1843	580.761435
1844	2354.92093
1845	855.2045576
1846	948.9462502
1847	0
1848	0
1849	0
1850	0
1851	0
1852	0
1853	4754.075278
1854	5232.956674
1855	835.7629525
1856	335.4807199
1857	81.68488329
1858	9.268672181
1859	0
1860	0
1861	0
1862	0
1863	0
1864	3.843107978
1865	30.06666829
1866	97.73551072
1867	210.391323
1868	1616.592067
1869	516.1067949
1870	696.958935
1871	0
1872	0
1873	0
1874	0
1875	0
1876	0
1877	5217.659597
1878	5340.940473
1879	1393.088964
1880	432.7641003
1881	128.1789543
1882	13.63926557
1883	0
1884	0
1885	0
1886	0
1887	0
1888	13.41320039
1889	56.51629379
1890	125.8429475
1891	238.4234047
1892	1879.355156
1893	653.7051315
1894	902.7535994
1895	0
1896	0
1897	0
1898	0
1899	0
1900	0
1901	5591.872817
1902	5564.292866
1903	1357.596732
1904	393.654825
1905	92.30994652
1906	3.692397861
1907	0
1908	0
1909	0
1910	0
1911	1.733166343
1912	19.7430253
1913	60.88688717
1914	179.9478794
1915	323.3485555
1916	2097.80947
1917	592.2154038
1918	705.3233465
1919	0
1920	0
1921	0
1922	0
1923	0
1924	0
1925	2431.933799
1926	3433.402525
1927	1259.183026
1928	786.6314545
1929	467.6534923
1930	250.7062792
1931	36.01971791
1932	3.014202335
1933	0
1934	4.069173153
1935	20.19515565
1936	91.2549757
1937	310.7642608
1938	470.8184048
1939	597.565613
1940	2354.242734
1941	763.5728066
1942	801.7778212
1943	0
1944	0
1945	0
1946	0
1947	0
1948	0
1949	3029.650122
1950	3558.642632
1951	517.538541
1952	197.8070283
1953	44.9116148
1954	5.651629379
1955	0
1956	0
1957	0
1958	0
1959	0
1960	17.40701849
1961	52.07034534
1962	144.9831323
1963	323.3485555
1964	2085.601951
1965	724.8403066
1966	942.3150051
1967	0
1968	0
1969	0
1970	0
1971	0
1972	0
1973	4515.651874
1974	4150.481261
1975	715.4962793
1976	376.0217413
1977	110.998001
1978	14.09139592
1979	0
1980	0
1981	0
1982	0
1983	0
1984	1.431746109
1985	24.79181421
1986	129.083215
1987	377.8302627
1988	2174.2195
1989	803.8877628
1990	1005.462544
1991	0
1992	0
1993	0
1994	0
1995	0
1996	0
1997	4249.422452
1998	4514.973678
1999	1474.246362
2000	523.3408805
2001	341.5091246
2002	128.7064397
2003	53.80351169
2004	24.79181421
2005	90.87820041
2006	115.1425292
2007	76.78680449
2008	201.6501362
2009	431.1816441
2010	969.9703115
2011	1394.143935
2012	3278.020395
2013	1807.46643
2014	1984.400107
2015	0
2016	0
2017	0
2018	0
2019	6.631245138
2020	25.92214008
2021	6756.334535
2022	5633.46881
2023	1421.573176
2024	747.7482443
2025	342.1119651
2026	135.8651703
2027	52.1457004
2028	7.46015078
2029	0
2030	0.376775292
2031	21.09941635
2032	96.83125002
2033	329.2262501
2034	643.0047132
2035	1157.830472
2036	3225.723984
2037	1811.158828
2038	2089.369704
2039	0
2040	0
2041	0
2042	7.535505838
2043	33.45764592
2044	55.38596791
2045	8374.584413
2046	6287.324651
2047	1634.225151
2048	1037.789864
2049	604.7996986
2050	301.0434582
2051	179.2696839
2052	113.8614932
2053	56.81771402
2054	94.57059827
2055	66.46316149
2056	303.0026898
2057	725.9706325
2058	1205.002739
2059	1950.565686
2060	3999.394369
2061	2420.931961
2062	2642.626542
2063	0
2064	0
2065	16.05062744
2066	49.73433853
2067	97.58480061
2068	129.00786
2069	9536.936189
2070	7030.853012
2071	1957.875127
2072	1303.34109
2073	830.4127434
2074	720.7711334
2075	824.9871792
2076	769.9026315
2077	644.5118143
2078	536.0005303
2079	249.1991781
2080	555.1407151
2081	1088.729884
2082	1706.339942
2083	2491.991781
2084	4567.722219
2085	2885.11912
2086	3024.676688
2087	5.57627432
2088	33.00551557
2089	66.61387161
2090	92.23459146
2091	115.6700146
2092	139.9343434
2093	8143.093674
2094	7090.760284
2095	2470.817009
2096	1837.080968
2097	1240.193551
2098	872.0087356
2099	758.0718873
2100	574.9590955
2101	286.7259971
2102	349.6474709
2103	345.2768775
2104	828.9056422
2105	1573.639684
2106	2090.95216
2107	2585.055278
2108	4551.219461
2109	2544.137481
2110	2681.132977
2111	21.5515467
2112	76.78680449
2113	105.3463716
2114	121.7737743
2115	138.050467
2116	155.5328405
2117	7753.357312
2118	7528.648528
2119	3056.325813
2120	2809.613352
2121	2462.980083
2122	2005.198104
2123	1480.877607
2124	589.1258464
2125	305.4140516
2126	204.0614981
2127	73.24511675
2128	197.2795428
2129	656.5686237
2130	846.1619506
2131	1176.443171
2132	3102.518464
2133	1416.524387
2134	1557.287637
2135	0
2136	0
2137	0
2138	0
2139	12.43358463
2140	41.8220574
2141	6587.614559
2142	5367.766874
2143	813.3825002
2144	312.7988473
2145	96.68053991
2146	10.92648347
2147	0
2148	0
2149	0
2150	0
2151	0
2152	0
2153	0
2154	0
2155	11.75538911
2156	1288.797564
2157	192.6828843
2158	331.0347715
2159	0
2160	0
2161	0
2162	0
2163	0
2164	0
2165	3704.077895
2166	2904.03324
2167	308.7296742
2168	52.89925098
2169	0.226065175
2170	0
2171	0
2172	0
2173	0
2174	0
2175	0
2176	0
2177	0
2178	0
2179	0
2180	794.3176704
2181	0
2182	0.753550584
2183	0
2184	0
2185	0
2186	0
2187	0
2188	0
2189	1562.939266
2190	1925.171032
2191	64.05179963
2192	0.301420234
2193	0
2194	0
2195	0
2196	0
2197	0
2198	0
2199	0
2200	0
2201	0
2202	0
2203	0
2204	275.3473833
2205	0
2206	0
2207	0
2208	0
2209	0
2210	0
2211	0
2212	0
2213	532.7602628
2214	1371.386708
2215	0
2216	0
2217	0
2218	0
2219	0
2220	0
2221	0
2222	0
2223	0
2224	0
2225	0
2226	0
2227	4.898078795
2228	1253.380686
2229	65.1821255
2230	121.0955788
2231	0
2232	0
2233	0
2234	0
2235	0
2236	0
2237	1272.746936
2238	2125.615487
2239	195.4710214
2240	77.01286967
2241	23.28471304
2242	1.88387646
2243	0
2244	0
2245	0
2246	0
2247	3.466332686
2248	23.28471304
2249	61.48972764
2250	298.5567413
2251	545.4199126
2252	2275.948828
2253	853.0192609
2254	1029.726873
2255	0
2256	0
2257	0
2258	0
2259	0
2260	0
2261	4168.189699
2262	4931.913216
2263	2827.849276
2264	2453.485346
2265	2019.44021
2266	1559.020803
2267	1224.821119
2268	893.7863475
2269	708.8650342
2270	713.4616928
2271	706.3029622
2272	966.5039788
2273	1104.931221
2274	1341.696815
2275	1514.938094
2276	3322.630589
2277	1548.018964
2278	1529.406265
2279	0
2280	0
2281	15.29707685
2282	46.41871596
2283	68.57310313
2284	83.49340469
2285	6496.434938
2286	5602.874656
2287	1997.662598
2288	766.3609438
2289	274.2924125
2290	89.14503407
2291	24.33968386
2292	1.281035993
2293	0
2294	0
2295	15.7492072
2296	58.02339495
2297	214.7619164
2298	912.9265323
2299	1463.018459
2300	3441.465516
2301	1935.645385
2302	2167.663609
2303	0
2304	22.15438716
2305	50.63859923
2306	78.59532589
2307	123.5069407
2308	170.3024319
2309	8752.640741
2310	5611.389778
2311	1423.155633
2312	873.8926121
2313	475.9425487
2314	201.5747812
2315	92.91278699
2316	29.61453794
2317	0
2318	0
2319	0
2320	0
2321	3.692397861
2322	72.56692122
2323	230.0589932
2324	1977.994927
2325	855.8827531
2326	1137.484606
2327	0
2328	0
2329	0
2330	0
2331	0
2332	0
2333	4340.602073
2334	3095.058313
2335	439.3199904
2336	74.14937745
2337	0
2338	0
2339	0
2340	0
2341	0
2342	0
2343	0
2344	0
2345	0
2346	0
2347	0.678195525
2348	1525.487802
2349	277.6833901
2350	458.3094651
2351	0
2352	0
2353	0
2354	0
2355	0
2356	0
2357	2608.264636
2358	2433.742321
2359	193.587145
2360	14.69423638
2361	0
2362	0
2363	0
2364	0
2365	0
2366	0
2367	0
2368	0
2369	0
2370	32.47803016
2371	188.0862257
2372	1929.692335
2373	505.3310215
2374	680.5315323
2375	0
2376	0
2377	0
2378	0
2379	0
2380	0
2381	3290.001849
2382	3946.721183
2383	1573.639684
2384	1069.212923
2385	710.9749758
2386	484.3069602
2387	346.5579135
2388	285.5203162
2389	266.6061966
2390	354.7716149
2391	400.8889106
2392	317.6969261
2393	789.1935264
2394	1289.927889
2395	1575.749626
2396	3468.593337
2397	1899.927087
2398	2138.877977
2399	0
2400	9.419382298
2401	39.25998542
2402	58.17410507
2403	75.05363815
2404	106.3259874
2405	7414.334904
2406	6805.164612
2407	2409.704057
2408	1208.318361
2409	589.6533318
2410	414.2267559
2411	332.5418726
2412	119.5884777
2413	59.30443095
2414	85.75405644
2415	84.09624516
2416	192.6075292
2417	549.865861
2418	1107.493293
2419	1474.472427
2420	3488.939203
2421	1887.192082
2422	2006.93127
2423	0
2424	0
2425	7.610860897
2426	30.29273347
2427	52.44712063
2428	91.2549757
2429	7086.917176
2430	7140.419267
2431	3901.960278
2432	3202.966757
2433	2660.937822
2434	2025.242549
2435	1477.260565
2436	1183.375837
2437	1074.412422
2438	1141.629134
2439	921.0648786
2440	727.4777336
2441	1325.269412
2442	1869.332933
2443	2116.42217
2444	4401.564315
2445	2116.27146
2446	2225.988425
2447	39.18463036
2448	92.30994652
2449	140.6125389
2450	185.2980886
2451	222.1467121
2452	241.4376071
2453	8438.937633
2454	8016.873951
2455	4192.680093
2456	3282.617053
2457	2576.992287
2458	1979.577384
2459	1561.80894
2460	1379.675764
2461	1292.188541
2462	1324.139086
2463	1259.409091
2464	1737.386226
2465	2373.307564
2466	2410.156187
2467	2372.101883
2468	4838.623654
2469	2218.905049
2470	2227.118751
2471	64.12715468
2472	118.0060214
2473	144.1542267
2474	174.1455399
2475	216.1183074
2476	260.8038571
2477	7145.618766
2478	6187.253134
2479	1949.58607
2480	2080.025677
2481	983.9863524
2482	198.8619991
2483	51.01537453
2484	18.08521401
2485	21.5515467
2486	68.12097278
2487	102.8596547
2488	96.30376461
2489	206.7742802
2490	570.6638571
2491	1042.914008
2492	3656.001368
2493	1657.359154
2494	1893.145132
2495	0
2496	0
2497	11.83074417
2498	47.02155643
2499	93.89240274
2500	138.8793726
2501	7931.34596
2502	5628.495376
2503	1283.221289
2504	1690.21396
2505	447.835112
2506	52.74854087
2507	4.973433853
2508	0
2509	0
2510	58.62623542
2511	118.9856372
2512	284.3899903
2513	629.2900926
2514	925.8122473
2515	1047.284601
2516	3440.561256
2517	1173.655034
2518	1284.653035
2519	0
2520	0
2521	0
2522	0
2523	9.117962064
2524	19.7430253
2525	3586.750069
2526	4788.738605
2527	1555.25305
2528	1032.06288
2529	655.9657832
2530	393.2026946
2531	262.2356032
2532	198.5605788
2533	166.3839689
2534	230.7371888
2535	289.062004
2536	603.0665322
2537	945.7059827
2538	1130.250521
2539	1221.279431
2540	3844.615079
2541	1539.503843
2542	1762.253395
2543	0
2544	8.138346305
2545	25.47000973
2546	39.18463036
2547	50.03575877
2548	68.27168289
2549	4927.919398
2550	5589.913586
2551	1870.463259
2552	333.2954232
2553	286.8013522
2554	31.57376946
2555	0.226065175
2556	2.109941635
2557	0.678195525
2558	2.863492219
2559	31.64912452
2560	81.76023835
2561	160.2802092
2562	407.821576
2563	713.6877579
2564	3217.736348
2565	1217.662388
2566	1540.558814
2567	0
2568	0
2569	0.45213035
2570	15.67385214
2571	30.5941537
2572	42.95238328
2573	5586.447253
2574	4104.665385
2575	379.3373639
2576	63.82573445
2577	0
2578	0
2579	0
2580	0
2581	0
2582	0
2583	11.68003405
2584	61.71579282
2585	134.6594893
2586	308.8050293
2587	468.1056227
2588	2904.03324
2589	841.9420673
2590	910.4398154
2591	0
2592	0
2593	0
2594	0
2595	11.2279037
2596	27.35388619
2597	3330.467515
2598	3840.696616
2599	480.6145624
2600	348.8185653
2601	44.23341927
2602	0
2603	0
2604	0
2605	0
2606	0
2607	11.07719358
2608	66.01103114
2609	153.8750292
2610	317.6215711
2611	478.2032005
2612	2818.580604
2613	788.0632006
2614	926.716508
2615	0
2616	0
2617	0
2618	3.541687744
2619	22.68187257
2620	42.42489787
2621	3432.196844
2622	3230.622063
2623	228.8533123
2624	27.20317608
2625	0
2626	0
2627	0
2628	0
2629	0
2630	0
2631	0
2632	0
2633	0
2634	0
2635	0
2636	1361.13842
2637	0
2638	0.226065175
2639	0
2640	0
2641	0
2642	0
2643	0
2644	0
2645	608.6428066
2646	1979.426674
2647	2.411361868
2648	0
2649	0
2650	0
2651	0
2652	0
2653	0
2654	0
2655	0
2656	0
2657	0
2658	0
2659	0
2660	1050.072739
2661	0
2662	0
2663	0
2664	0
2665	0
2666	0
2667	0
2668	0
2669	95.39950391
2670	1634.526571
2671	7.46015078
2672	0
2673	0
2674	0
2675	0
2676	0
2677	0
2678	0
2679	0
2680	0
2681	0
2682	0
2683	0
2684	892.4299564
2685	0
2686	0
2687	0
2688	0
2689	0
2690	0
2691	0
2692	0
2693	234.4295866
2694	1442.145107
2695	25.99749514
2696	9.720802531
2697	0.527485409
2698	0
2699	0
2700	0
2701	0
2702	0
2703	0
2704	0
2705	1.959231518
2706	23.88755351
2707	37.60217413
2708	914.8104088
2709	75.5057685
2710	109.7923201
2711	0
2712	0
2713	0
2714	0
2715	0
2716	0
2717	1462.415618
2718	2360.120429
2719	404.1291781
2720	147.6959144
2721	0
2722	0
2723	0
2724	0
2725	0
2726	0
2727	0
2728	0
2729	0
2730	0
2731	0
2732	190.7990078
2733	10.02222276
2734	20.647286
2735	0
2736	0
2737	0
2738	0
2739	0
2740	0
2741	286.7259971
2742	903.1303747
2743	0
2744	0
2745	0
2746	0
2747	0
2748	0
2749	0
2750	0
2751	0
2752	0
2753	0
2754	0
2755	0
2756	40.23960118
2757	0
2758	0
2759	0
2760	0
2761	0
2762	0
2763	0
2764	0
2765	0
2766	367.2805546
2767	0
2768	0
2769	0
2770	0
2771	0
2772	0
2773	0
2774	0
2775	0
2776	0
2777	0
2778	0
2779	0
2780	95.32414885
2781	0
2782	0
2783	0
2784	0
2785	0
2786	0
2787	0
2788	0
2789	0
2790	428.6195721
2791	0
2792	0
2793	0
2794	0
2795	0
2796	0
2797	0
2798	0
2799	0
2800	0
2801	0
2802	0
2803	0
2804	481.9709534
2805	0
2806	0
2807	0
2808	0
2809	0
2810	0
2811	0
2812	0
2813	0
2814	982.1024759
2815	0
2816	0
2817	0
2818	0
2819	0
2820	0
2821	0
2822	0
2823	0
2824	0
2825	0
2826	0
2827	0
2828	450.2464738
2829	0
2830	0
2831	0
2832	0
2833	0
2834	0
2835	0
2836	0
2837	0.075355058
2838	968.6139205
2839	0
2840	0
2841	0
2842	0
2843	0
2844	0
2845	0
2846	0
2847	0
2848	0
2849	0
2850	0
2851	0
2852	0
2853	0
2854	0
2855	0
2856	0
2857	0
2858	0
2859	0
2860	0
2861	0
2862	189.5933269
2863	0
2864	0
2865	0
2866	0
2867	0
2868	0
2869	0
2870	0
2871	0
2872	0
2873	0
2874	0
2875	0
2876	0
2877	0
2878	0
2879	0
2880	0
2881	0
2882	0
2883	0
2884	0
2885	0
2886	12.20751946
2887	0
2888	0
2889	0
2890	0
2891	0
2892	0
2893	0
2894	0
2895	0
2896	0
2897	0
2898	0
2899	0
2900	0
2901	0
2902	0
2903	0
2904	0
2905	0
2906	0
2907	0
2908	0
2909	0
2910	0
2911	0
2912	0
2913	0
2914	0
2915	0
2916	0
2917	0
2918	0
2919	0
2920	0
2921	0
2922	0
2923	0
2924	0
2925	0
2926	0
2927	0
2928	0
2929	0
2930	0
2931	0
2932	0
2933	0
2934	0
2935	0
2936	0
2937	0
2938	0
2939	0
2940	0
2941	0
2942	0
2943	0
2944	0
2945	0
2946	0
2947	0
2948	0
2949	0
2950	0
2951	0
2952	0
2953	0
2954	0
2955	0
2956	0
2957	0
2958	0
2959	0
2960	0
2961	0
2962	0
2963	0
2964	0
2965	0
2966	0
2967	0
2968	0
2969	0
2970	0
2971	0
2972	0
2973	0
2974	0
2975	0
2976	0
2977	0
2978	0
2979	0
2980	0
2981	0
2982	0
2983	0
2984	0
2985	0
2986	0
2987	0
2988	0
2989	0
2990	0
2991	0
2992	0
2993	0
2994	0
2995	0
2996	0
2997	0
2998	0
2999	0
3000	0
3001	0
3002	0
3003	0
3004	0
3005	0
3006	0
3007	0
3008	0
3009	0
3010	0
3011	0
3012	0
3013	0
3014	0
3015	0
3016	0
3017	0
3018	0
3019	0
3020	0
3021	0
3022	0
3023	0
3024	0
3025	0
3026	0
3027	0
3028	0
3029	0
3030	33.45764592
3031	0
3032	0
3033	0
3034	0
3035	0
3036	0
3037	0
3038	0
3039	0
3040	0
3041	0
3042	0
3043	0
3044	15.82456226
3045	0
3046	0
3047	0
3048	0
3049	0
3050	0
3051	0
3052	0
3053	0
3054	114.6150438
3055	0
3056	0
3057	0
3058	0
3059	0
3060	0
3061	0
3062	0
3063	0
3064	0
3065	0
3066	0
3067	0
3068	0
3069	0
3070	0
3071	0
3072	0
3073	0
3074	0
3075	0
3076	0
3077	0
3078	21.17477141
3079	0
3080	0
3081	0
3082	0
3083	0
3084	0
3085	0
3086	0
3087	0
3088	0
3089	0
3090	0
3091	0
3092	0
3093	0
3094	0
3095	0
3096	0
3097	0
3098	0
3099	0
3100	0
3101	0
3102	41.8220574
3103	0
3104	0
3105	0
3106	0
3107	0
3108	0
3109	0
3110	0
3111	0
3112	0
3113	0
3114	0
3115	0
3116	0
3117	0
3118	0
3119	0
3120	0
3121	0
3122	0
3123	0
3124	0
3125	0
3126	11.68003405
3127	0
3128	0
3129	0
3130	0
3131	0
3132	0
3133	0
3134	0
3135	0
3136	0
3137	0
3138	0
3139	0
3140	0
3141	0
3142	0
3143	0
3144	0
3145	0
3146	0
3147	0
3148	0
3149	0
3150	0
3151	0
3152	0
3153	0
3154	0
3155	0
3156	0
3157	0
3158	0
3159	0
3160	0
3161	0
3162	0
3163	0
3164	0
3165	0
3166	0
3167	0
3168	0
3169	0
3170	0
3171	0
3172	0
3173	0
3174	0.904260701
3175	0
3176	0
3177	0
3178	0
3179	0
3180	0
3181	0
3182	0
3183	0
3184	0
3185	0
3186	0
3187	0
3188	0
3189	0
3190	0
3191	0
3192	0
3193	0
3194	0
3195	0
3196	0
3197	0
3198	12.50893969
3199	0
3200	0
3201	0
3202	0
3203	0
3204	0
3205	0
3206	0
3207	0
3208	0
3209	0
3210	0
3211	0
3212	0
3213	0
3214	0
3215	0
3216	0
3217	0
3218	0
3219	0
3220	0
3221	0
3222	38.12965954
3223	0
3224	0
3225	0
3226	0
3227	0
3228	0
3229	0
3230	0
3231	0
3232	0
3233	0
3234	0
3235	0
3236	0
3237	0
3238	0
3239	0
3240	0
3241	0
3242	0
3243	0
3244	0
3245	0
3246	96.07769944
3247	0
3248	0
3249	0
3250	0
3251	0
3252	0
3253	0
3254	0
3255	0
3256	0
3257	0
3258	0
3259	0
3260	0
3261	0
3262	0
3263	0
3264	0
3265	0
3266	0
3267	0
3268	0
3269	0
3270	7.535505838
3271	0
3272	0
3273	0
3274	0
3275	0
3276	0
3277	0
3278	0
3279	0
3280	0
3281	0
3282	0
3283	0
3284	0
3285	0
3286	0
3287	0
3288	0
3289	0
3290	0
3291	0
3292	0
3293	0
3294	59.45514106
3295	0
3296	0
3297	0
3298	0
3299	0
3300	0
3301	0
3302	0
3303	0
3304	0
3305	0
3306	0
3307	0
3308	0
3309	0
3310	0
3311	0
3312	0
3313	0
3314	0
3315	0
3316	0
3317	0
3318	28.10743678
3319	0
3320	0
3321	0
3322	0
3323	0
3324	0
3325	0
3326	0
3327	0
3328	0
3329	0
3330	0
3331	0
3332	8.816541831
3333	0
3334	0
3335	0
3336	0
3337	0
3338	0
3339	0
3340	0
3341	0
3342	138.4272422
3343	0
3344	0
3345	0
3346	0
3347	0
3348	0
3349	0
3350	0
3351	0
3352	0
3353	0
3354	0
3355	0
3356	0
3357	0
3358	0
3359	0
3360	0
3361	0
3362	0
3363	0
3364	0
3365	0
3366	45.21303503
3367	0
3368	0
3369	0
3370	0
3371	0
3372	0
3373	0
3374	0
3375	0
3376	0
3377	0
3378	0
3379	0
3380	0
3381	0
3382	0
3383	0
3384	0
3385	0
3386	0
3387	0
3388	0
3389	0
3390	35.94436285
3391	0
3392	0
3393	0
3394	0
3395	0
3396	0
3397	0
3398	0
3399	0
3400	0
3401	0
3402	0
3403	0
3404	51.31679476
3405	0
3406	0
3407	0
3408	0
3409	0
3410	0
3411	0
3412	0
3413	0
3414	156.6631664
3415	0
3416	0
3417	0
3418	0
3419	0
3420	0
3421	0
3422	0
3423	0
3424	0
3425	0
3426	0
3427	0
3428	0
3429	0
3430	0
3431	0
3432	0
3433	0
3434	0
3435	0
3436	0
3437	0
3438	77.23893484
3439	0
3440	0
3441	0
3442	0
3443	0
3444	0
3445	0
3446	0
3447	0
3448	0
3449	0
3450	0
3451	0
3452	0
3453	0
3454	0
3455	0
3456	0
3457	0
3458	0
3459	0
3460	0
3461	0
3462	0
3463	0
3464	0
3465	0
3466	0
3467	0
3468	0
3469	0
3470	0
3471	0
3472	0
3473	0
3474	0
3475	0
3476	0
3477	0
3478	0
3479	0
3480	0
3481	0
3482	0
3483	0
3484	0
3485	0
3486	5.651629379
3487	0
3488	0
3489	0
3490	0
3491	0
3492	0
3493	0
3494	0
3495	0
3496	0
3497	0
3498	0
3499	0
3500	0
3501	0
3502	0
3503	0
3504	0
3505	0
3506	0
3507	0
3508	0
3509	0
3510	0
3511	0
3512	0
3513	0
3514	0
3515	0
3516	0
3517	0
3518	0
3519	0
3520	0
3521	0
3522	0
3523	0
3524	0
3525	0
3526	0
3527	0
3528	0
3529	0
3530	0
3531	0
3532	0
3533	0
3534	0
3535	0
3536	0
3537	0
3538	0
3539	0
3540	0
3541	0
3542	0
3543	0
3544	0
3545	0
3546	0
3547	0
3548	0
3549	0
3550	0
3551	0
3552	0
3553	0
3554	0
3555	0
3556	0
3557	0
3558	0
3559	0
3560	0
3561	0
3562	0
3563	0
3564	0
3565	0
3566	0
3567	0
3568	0
3569	0
3570	0
3571	0
3572	0
3573	0
3574	0
3575	0
3576	0
3577	0
3578	0
3579	0
3580	0
3581	0
3582	0
3583	0
3584	0
3585	0
3586	0
3587	0
3588	0
3589	0
3590	0
3591	0
3592	0
3593	0
3594	0
3595	0
3596	0
3597	0
3598	0
3599	0
3600	0
3601	0
3602	0
3603	0
3604	0
3605	0
3606	0
3607	0
3608	0
3609	0
3610	0
3611	0
3612	0
3613	0
3614	0
3615	0
3616	0
3617	0
3618	0
3619	0
3620	0
3621	0
3622	0
3623	0
3624	0
3625	0
3626	0
3627	0
3628	0
3629	0
3630	0
3631	0
3632	0
3633	0
3634	0
3635	0
3636	0
3637	0
3638	0
3639	0
3640	0
3641	0
3642	0
3643	0
3644	0
3645	0
3646	0
3647	0
3648	0
3649	0
3650	0
3651	0
3652	0
3653	0
3654	0.150710117
3655	0
3656	0
3657	0
3658	0
3659	0
3660	0
3661	0
3662	0
3663	0
3664	0
3665	0
3666	0
3667	0
3668	0
3669	0
3670	0
3671	0
3672	0
3673	0
3674	0
3675	0
3676	0
3677	0
3678	0
3679	0
3680	0
3681	0
3682	0
3683	0
3684	0
3685	0
3686	0
3687	0
3688	0
3689	0
3690	0
3691	0
3692	0
3693	0
3694	0
3695	0
3696	0
3697	0
3698	0
3699	0
3700	0
3701	0
3702	0
3703	0
3704	0
3705	0
3706	0
3707	0
3708	0
3709	0
3710	0
3711	0
3712	0
3713	0
3714	0
3715	0
3716	0
3717	0
3718	0
3719	0
3720	0
3721	0
3722	0
3723	0
3724	0
3725	0
3726	0
3727	0
3728	0
3729	0
3730	0
3731	0
3732	0
3733	0
3734	0
3735	0
3736	0
3737	0
3738	0
3739	0
3740	0
3741	0
3742	0
3743	0
3744	0
3745	0
3746	0
3747	0
3748	0
3749	0
3750	0
3751	0
3752	0
3753	0
3754	0
3755	0
3756	0
3757	0
3758	0
3759	0
3760	0
3761	0
3762	0
3763	0
3764	0
3765	0
3766	0
3767	0
3768	0
3769	0
3770	0
3771	0
3772	0
3773	0
3774	0
3775	0
3776	0
3777	0
3778	0
3779	0
3780	0
3781	0
3782	0
3783	0
3784	0
3785	0
3786	0
3787	0
3788	0
3789	0
3790	0
3791	0
3792	0
3793	0
3794	0
3795	0
3796	0
3797	0
3798	0
3799	0
3800	0
3801	0
3802	0
3803	0
3804	0
3805	0
3806	0
3807	0
3808	0
3809	0
3810	0
3811	0
3812	0
3813	0
3814	0
3815	0
3816	0
3817	0
3818	0
3819	0
3820	0
3821	0
3822	0
3823	0
3824	0
3825	0
3826	0
3827	0
3828	0
3829	0
3830	0
3831	0
3832	0
3833	0
3834	0
3835	0
3836	0
3837	0
3838	0
3839	0
3840	0
3841	0
3842	0
3843	0
3844	0
3845	0
3846	0
3847	0
3848	0
3849	0
3850	0
3851	0
3852	0
3853	0
3854	0
3855	0
3856	0
3857	0
3858	0
3859	0
3860	0
3861	0
3862	0
3863	0
3864	0
3865	0
3866	0
3867	0
3868	0
3869	0
3870	0
3871	0
3872	0
3873	0
3874	0
3875	0
3876	0
3877	0
3878	0
3879	0
3880	0
3881	0
3882	0
3883	0
3884	0
3885	0
3886	0
