time [h]	EFH_9 [W]
0	181.60
1	209.50
2	225.20
3	234.70
4	241.70
5	7262.30
6	6106.70
7	4555.50
8	4313.90
9	3972.10
10	3690.90
11	3411.70
12	2904.60
13	3074.50
14	3225.20
15	3343.40
16	3339.50
17	3267.90
18	3023.70
19	2777.50
20	3363.80
21	2697.80
22	2888.30
23	153.70
24	168.90
25	177.30
26	181.50
27	186.80
28	192.70
29	6714.50
30	5055.50
31	3818.30
32	3626.90
33	3370.60
34	3129.10
35	2896.30
36	2331.20
37	2168.10
38	2345.40
39	2638.60
40	2721.00
41	2720.40
42	2550.60
43	2319.50
44	2923.40
45	3100.20
46	3071.80
47	119.20
48	138.80
49	148.80
50	153.30
51	157.20
52	163.20
53	6032.90
54	4366.70
55	3300.60
56	3139.00
57	2600.80
58	2150.90
59	1832.00
60	1335.80
61	1564.40
62	1847.70
63	2212.40
64	2497.70
65	2606.70
66	2526.40
67	2373.10
68	3020.40
69	2353.40
70	2459.70
71	135.80
72	156.30
73	170.70
74	180.00
75	182.80
76	184.10
77	6456.50
78	4760.00
79	3593.50
80	3402.00
81	2537.70
82	2273.50
83	2114.60
84	2277.00
85	2352.60
86	2474.70
87	2632.50
88	2657.80
89	2608.70
90	2409.60
91	2176.60
92	2790.80
93	2974.50
94	2950.90
95	114.70
96	131.90
97	143.30
98	149.60
99	155.20
100	161.50
101	5854.40
102	4134.40
103	3082.80
104	2986.70
105	2831.60
106	2626.80
107	2513.90
108	2440.90
109	2463.80
110	2549.40
111	2638.00
112	2598.30
113	2467.70
114	2231.00
115	1983.60
116	2605.60
117	1909.40
118	1935.20
119	89.80
120	108.30
121	115.60
122	121.70
123	127.70
124	131.20
125	5089.50
126	3590.10
127	2692.20
128	2553.10
129	1877.10
130	1149.50
131	1175.00
132	1127.70
133	1174.30
134	1395.90
135	1771.40
136	2125.00
137	2118.50
138	2081.10
139	1887.00
140	2578.90
141	1934.10
142	2017.40
143	105.00
144	124.00
145	137.90
146	150.70
147	158.70
148	163.20
149	5843.60
150	4211.30
151	3301.80
152	3076.80
153	1696.50
154	858.90
155	667.90
156	924.20
157	935.20
158	1254.70
159	1768.30
160	2079.30
161	2141.10
162	2056.10
163	1975.20
164	2664.10
165	2001.30
166	2108.00
167	115.00
168	135.60
169	149.50
170	161.90
171	172.90
172	181.10
173	6269.90
174	4618.00
175	3554.30
176	3456.50
177	3244.30
178	2955.20
179	2212.20
180	1048.80
181	995.50
182	1162.80
183	1936.50
184	2487.60
185	2623.00
186	2547.30
187	2466.60
188	3150.80
189	2509.80
190	2662.20
191	151.10
192	166.40
193	177.90
194	185.30
195	190.60
196	195.30
197	6585.00
198	4909.20
199	3691.50
200	3472.90
201	2638.10
202	2376.40
203	2096.80
204	1554.00
205	1739.40
206	2057.50
207	2466.90
208	2688.60
209	2735.00
210	2580.70
211	2408.20
212	3090.90
213	2455.00
214	2616.80
215	146.30
216	165.00
217	176.80
218	187.10
219	196.70
220	204.50
221	6809.00
222	5211.20
223	3951.20
224	3793.50
225	3121.90
226	2273.10
227	2252.70
228	2584.10
229	2705.80
230	2784.70
231	2936.50
232	3017.50
233	2997.70
234	2816.70
235	2602.00
236	3230.40
237	2597.20
238	2745.20
239	150.50
240	168.60
241	180.40
242	189.00
243	197.30
244	202.00
245	6797.70
246	5199.80
247	3920.60
248	3758.60
249	3545.60
250	3269.20
251	3039.30
252	2902.10
253	2832.10
254	2677.10
255	2860.00
256	3133.10
257	3229.30
258	3089.70
259	2936.60
260	3616.80
261	3008.20
262	3183.60
263	184.40
264	206.90
265	221.80
266	234.40
267	240.90
268	254.80
269	7308.90
270	6332.60
271	4752.60
272	4484.30
273	3764.90
274	3239.10
275	2900.40
276	2520.90
277	1499.10
278	1318.00
279	2301.40
280	3090.70
281	3279.10
282	3131.90
283	2950.60
284	3586.00
285	2905.90
286	3045.60
287	174.50
288	193.20
289	206.70
290	218.30
291	227.50
292	234.70
293	7232.80
294	6142.10
295	4848.30
296	4517.30
297	2517.70
298	1541.70
299	1218.90
300	991.70
301	937.30
302	973.90
303	1944.60
304	2847.00
305	3023.00
306	3025.50
307	2893.30
308	3593.50
309	2978.20
310	3132.30
311	193.00
312	212.30
313	226.90
314	243.30
315	256.20
316	311.30
317	7385.90
318	6777.00
319	5378.40
320	5019.70
321	3358.10
322	2008.50
323	1365.00
324	1119.30
325	1051.80
326	1139.40
327	1937.80
328	2856.60
329	3092.40
330	3164.40
331	3177.60
332	3772.60
333	3135.20
334	3315.80
335	203.10
336	224.30
337	237.00
338	245.50
339	253.00
340	286.60
341	7354.00
342	6514.00
343	4944.10
344	4562.10
345	2630.10
346	1579.20
347	1348.70
348	1234.00
349	1064.70
350	1043.40
351	1872.20
352	2830.80
353	3070.60
354	3002.50
355	2888.90
356	3542.60
357	2941.50
358	3113.00
359	186.50
360	196.80
361	201.10
362	205.50
363	212.00
364	218.00
365	6970.50
366	5436.10
367	4129.40
368	3991.30
369	3772.50
370	3543.70
371	3315.30
372	3142.30
373	3070.70
374	3106.90
375	3193.00
376	3208.20
377	3130.10
378	2861.70
379	2574.30
380	3199.90
381	2539.00
382	2598.50
383	130.70
384	145.80
385	155.80
386	165.80
387	174.30
388	177.30
389	6288.20
390	4605.50
391	3480.50
392	3313.40
393	3066.40
394	2738.60
395	2095.10
396	1823.00
397	1841.60
398	2075.40
399	2489.60
400	2607.00
401	2588.00
402	2394.30
403	2174.60
404	2816.30
405	2131.00
406	2189.60
407	113.40
408	134.20
409	146.30
410	153.60
411	160.00
412	168.60
413	6023.40
414	4353.80
415	3264.90
416	3085.10
417	2510.50
418	2006.40
419	1373.10
420	1167.50
421	1909.40
422	2010.90
423	2173.30
424	2532.70
425	2646.60
426	2516.60
427	2369.50
428	3053.50
429	2402.20
430	2526.10
431	141.70
432	159.70
433	172.60
434	182.40
435	188.50
436	193.30
437	6597.10
438	4968.00
439	3802.60
440	3530.70
441	2786.10
442	1793.50
443	912.40
444	864.80
445	703.00
446	626.00
447	1282.40
448	2290.60
449	2560.20
450	2474.60
451	2348.00
452	3038.00
453	2454.90
454	2667.90
455	162.00
456	183.40
457	194.80
458	196.70
459	197.00
460	202.70
461	6721.90
462	5078.00
463	3848.80
464	3601.50
465	2850.10
466	2840.90
467	2660.30
468	2092.70
469	2235.80
470	2149.40
471	2485.40
472	2794.70
473	2761.00
474	2652.50
475	2399.80
476	3029.50
477	2402.10
478	2499.60
479	134.20
480	148.80
481	160.00
482	169.60
483	174.40
484	181.40
485	6382.20
486	4771.50
487	3689.80
488	3311.90
489	2295.60
490	2049.60
491	1780.40
492	1082.30
493	670.40
494	1587.40
495	2184.50
496	2489.80
497	2557.40
498	2487.10
499	2359.80
500	2996.00
501	2384.20
502	2529.40
503	140.80
504	158.40
505	168.60
506	178.00
507	188.10
508	194.30
509	6555.20
510	4848.90
511	3669.90
512	3593.80
513	3408.20
514	3144.50
515	2950.50
516	2833.60
517	2817.10
518	2875.40
519	2790.70
520	2898.90
521	2938.50
522	2808.20
523	2610.20
524	3212.30
525	2537.10
526	2640.20
