time [h]	EFH_12 [W]
0	309.70
1	355.50
2	511.70
3	686.20
4	775.40
5	7523.40
6	7669.00
7	7020.40
8	6645.10
9	6033.40
10	5665.10
11	5330.50
12	4797.20
13	4856.60
14	4925.90
15	5053.20
16	5031.20
17	4956.30
18	4602.60
19	4288.60
20	4692.90
21	4043.10
22	4442.10
23	273.10
24	283.80
25	287.30
26	281.20
27	282.40
28	317.00
29	7335.10
30	6658.80
31	5384.70
32	5154.60
33	4745.40
34	4458.40
35	4248.60
36	3614.50
37	3333.90
38	3434.70
39	3643.20
40	3733.10
41	3795.00
42	3629.30
43	3374.20
44	3822.70
45	5140.60
46	5235.10
47	185.40
48	210.40
49	223.50
50	225.80
51	226.70
52	234.40
53	6739.00
54	5469.70
55	4443.20
56	4361.60
57	3812.90
58	3318.00
59	2916.20
60	2397.30
61	2564.80
62	2775.70
63	3088.20
64	3451.00
65	3703.00
66	3690.40
67	3586.50
68	4141.90
69	3466.10
70	3647.10
71	232.00
72	253.60
73	272.10
74	284.40
75	282.10
76	276.80
77	7173.10
78	6251.20
79	5044.70
80	4832.40
81	4005.70
82	3698.90
83	3412.20
84	3360.00
85	3399.00
86	3577.30
87	3743.30
88	3744.20
89	3691.00
90	3462.00
91	3204.30
92	3682.40
93	4596.40
94	4731.00
95	188.90
96	206.30
97	219.00
98	222.40
99	226.60
100	234.40
101	6517.10
102	5080.20
103	4061.30
104	4103.80
105	3907.40
106	3705.60
107	3685.60
108	3650.30
109	3678.10
110	3710.30
111	3752.40
112	3661.10
113	3458.10
114	3158.70
115	2864.10
116	3366.80
117	2605.50
118	2655.70
119	153.10
120	164.80
121	167.90
122	173.70
123	182.10
124	183.20
125	5594.40
126	4163.50
127	3305.60
128	3333.30
129	2640.30
130	2040.00
131	1998.40
132	1901.00
133	1895.30
134	2103.50
135	2480.90
136	2993.30
137	3068.50
138	3102.10
139	2810.50
140	3383.10
141	2672.20
142	2848.20
143	175.30
144	191.60
145	208.10
146	226.60
