time [h]	EFH_14 [W]
0	179.60
1	208.00
2	223.90
3	233.60
4	242.10
5	7121.90
6	5918.50
7	4544.20
8	4318.00
9	3987.70
10	3710.50
11	3438.00
12	2942.20
13	3118.40
14	3263.30
15	3376.50
16	3378.00
17	3323.30
18	3040.80
19	2795.30
20	3358.20
21	2625.20
22	2782.70
23	150.00
24	166.90
25	175.80
26	180.20
27	185.70
28	191.80
29	6463.30
30	4921.70
31	3822.40
32	3636.50
33	3390.80
34	3152.40
35	2925.80
36	2371.60
37	2214.20
38	2384.90
39	2672.80
40	2761.30
41	2777.50
42	2569.20
43	2338.70
44	2919.00
45	3022.60
46	2971.00
47	115.90
48	136.90
49	147.40
50	152.10
51	156.20
52	162.30
53	5747.10
54	4257.60
55	3312.60
56	3144.50
57	2609.60
58	2170.80
59	1857.80
60	1376.00
61	1611.00
62	1887.30
63	2236.00
64	2528.70
65	2662.60
66	2544.50
67	2392.00
68	3015.80
69	2281.80
70	2356.20
71	131.80
72	154.20
73	169.10
74	178.70
75	181.70
76	183.10
77	6191.20
78	4637.00
79	3601.70
80	3401.80
81	2531.50
82	2289.70
83	2138.90
84	2316.90
85	2398.70
86	2514.70
87	2667.20
88	2697.80
89	2665.50
90	2427.90
91	2195.50
92	2786.20
93	2894.60
94	2848.60
95	111.20
96	130.00
97	141.80
98	148.40
99	154.20
100	160.60
101	5563.60
102	4026.60
103	3095.10
104	3002.90
105	2854.70
106	2652.90
107	2546.20
108	2484.40
109	2512.50
110	2591.70
111	2674.80
112	2640.20
113	2526.10
114	2250.80
115	2004.00
116	2602.20
117	1838.80
118	1838.60
119	84.30
120	105.70
121	113.80
122	120.20
123	126.50
124	130.10
125	4767.90
126	3474.70
127	2676.90
128	2558.60
129	1754.30
130	1039.40
131	1058.90
132	1045.50
133	1091.00
134	1302.40
135	1665.30
136	2166.10
137	2201.10
138	2195.20
139	1920.70
140	2576.20
141	1855.80
142	1918.20
143	99.70
144	121.60
145	136.20
146	149.40
147	157.50
148	162.10
149	5546.20
150	4079.10
151	3262.50
152	3040.30
153	1682.50
154	931.30
155	775.10
156	938.20
157	999.90
158	1302.30
159	1654.90
160	1956.20
161	2038.70
162	1983.00
163	1976.40
164	2650.20
165	1922.70
166	2000.30
167	110.20
168	133.20
169	147.70
170	160.30
171	171.60
172	180.00
173	5986.60
174	4498.50
175	3561.30
176	3469.70
177	3264.90
178	2977.80
179	2236.60
180	1111.30
181	1058.20
182	1191.50
183	1938.40
184	2502.00
185	2674.40
186	2562.20
187	2482.70
188	3143.70
189	2433.80
190	2557.30
191	147.60
192	164.40
193	176.40
194	184.00
195	189.50
196	194.40
197	6325.40
198	4778.40
199	3696.90
200	3467.70
201	2629.90
202	2391.20
203	2119.00
204	1590.90
205	1783.20
206	2094.50
207	2491.30
208	2720.10
209	2789.40
210	2597.20
211	2425.60
212	3085.00
213	2381.70
214	2512.20
215	142.60
216	163.00
217	175.30
218	185.80
219	195.60
220	203.50
221	6568.50
222	5073.90
223	3953.60
224	3798.60
225	3126.70
226	2285.80
227	2274.60
228	2622.80
229	2750.90
230	2823.80
231	2970.50
232	3056.80
233	3053.80
234	2834.40
235	2620.30
236	3225.10
237	2525.00
238	2640.20
239	146.80
240	166.60
241	178.90
242	187.70
243	196.20
244	201.00
245	6558.10
246	5061.90
247	3922.90
248	3766.00
249	3564.90
250	3292.00
251	3068.60
252	2942.80
253	2878.40
254	2715.50
255	2879.60
256	3159.70
257	3283.80
258	3106.80
259	2954.60
260	3611.40
261	2929.60
262	3082.90
263	181.10
264	205.00
265	220.40
266	233.20
267	239.90
268	255.20
269	7197.20
270	6128.50
271	4739.60
272	4483.30
273	3765.80
274	3251.50
275	2919.60
276	2555.70
277	1550.60
278	1344.50
279	2279.60
280	3084.90
281	3324.90
282	3142.70
283	2963.20
284	3575.80
285	2820.90
286	2938.90
287	171.00
288	191.20
289	205.30
290	217.10
291	226.50
292	233.80
293	7048.70
294	5944.60
295	4801.30
296	4469.40
297	2337.30
298	1518.80
299	1292.90
300	1011.20
301	1022.70
302	1039.70
303	1740.80
304	2805.30
305	3063.70
306	3105.70
307	2897.40
308	3564.60
309	2865.90
310	3012.20
311	189.60
312	210.40
313	225.60
314	242.20
315	255.20
316	311.20
317	7259.60
318	6533.50
319	5289.70
320	4955.00
321	3321.50
322	2052.70
323	1472.70
324	1161.60
325	1142.50
326	1220.80
327	1781.00
328	2658.20
329	2961.70
330	3069.70
331	3160.10
332	3741.90
333	3031.80
334	3199.00
335	200.20
336	222.60
337	235.70
338	244.40
339	252.00
340	285.60
341	7202.30
342	6307.10
343	4915.30
344	4508.80
345	2560.70
346	1619.20
347	1416.20
348	1306.80
349	1136.30
350	1110.80
351	1831.30
352	2779.00
353	3089.30
354	2990.90
355	2881.90
356	3514.80
357	2838.30
358	2993.30
359	183.10
360	194.90
361	199.70
362	204.30
363	211.00
364	217.10
365	6704.80
366	5285.20
367	4117.10
368	3992.30
369	3782.50
370	3557.60
371	3336.50
372	3175.60
373	3110.20
374	3140.70
375	3222.10
376	3243.00
377	3182.10
378	2875.60
379	2589.20
380	3191.40
381	2463.60
382	2491.20
383	126.90
384	143.70
385	154.20
386	164.50
387	173.20
388	176.30
389	6008.00
390	4486.70
391	3487.90
392	3327.50
393	3086.80
394	2761.40
395	2120.30
396	1862.20
397	1886.90
398	2114.10
399	2523.00
400	2646.70
401	2644.60
402	2412.40
403	2193.30
404	2811.30
405	2058.90
406	2087.60
407	108.70
408	131.90
409	144.60
410	152.20
411	158.80
412	167.60
413	5735.40
414	4243.90
415	3276.50
416	3092.80
417	2519.30
418	2025.20
419	1393.70
420	1206.10
421	1955.60
422	2049.40
423	2185.70
424	2551.10
425	2699.90
426	2533.10
427	2387.10
428	3047.60
429	2329.40
430	2421.10
431	138.00
432	157.70
433	171.10
434	181.20
435	187.40
436	192.30
437	6341.00
438	4837.50
439	3806.60
440	3520.40
441	2788.00
442	1808.90
443	976.60
444	937.40
445	774.30
446	691.10
447	1262.90
448	2237.20
449	2590.80
450	2474.90
451	2351.90
452	3020.30
453	2369.40
454	2555.10
455	158.50
456	181.50
457	193.30
458	195.50
459	196.00
460	201.80
461	6458.10
462	4918.20
463	3814.30
464	3586.10
465	2719.50
466	2726.40
467	2551.50
468	1999.70
469	2145.70
470	2050.20
471	2383.10
472	2839.50
473	2840.80
474	2763.40
475	2430.30
476	3023.80
477	2321.10
478	2395.10
479	130.20
480	146.80
481	158.50
482	168.40
483	173.40
484	180.50
485	6103.30
486	4626.80
487	3645.60
488	3298.80
489	2304.10
490	2104.80
491	1861.80
492	1108.90
493	767.30
494	1628.80
495	2081.80
496	2376.00
497	2456.90
498	2415.40
499	2362.00
500	2982.80
501	2305.70
502	2420.60
503	136.90
504	156.20
505	167.00
506	176.70
507	186.90
508	193.30
509	6289.80
510	4718.80
511	3674.20
512	3605.40
513	3427.40
514	3166.70
515	2979.30
516	2873.70
517	2862.70
518	2914.80
519	2824.60
520	2938.20
521	2994.90
522	2826.20
523	2628.80
524	3207.20
525	2464.90
526	2535.60
527	137.90
528	156.20
529	167.90
530	178.50
531	187.10
532	192.90
533	6456.30
534	5022.70
535	4022.60
536	3916.90
537	3565.80
538	2889.10
539	2446.80
540	1332.30
541	1017.60
542	1059.00
543	1745.80
544	2963.30
545	3364.00
546	3229.90
547	3102.40
548	3755.20
549	3130.40
550	3358.20
551	212.20
552	237.20
553	257.30
554	272.20
555	343.60
556	448.10
557	7383.50
558	6841.40
559	5355.50
560	4742.40
561	3009.40
562	2241.00
563	1895.90
564	2047.70
565	1483.50
566	1738.90
567	2487.20
568	3270.70
569	3585.90
570	3502.10
571	3368.80
572	3948.70
573	3272.20
574	3447.90
575	213.10
576	239.10
577	255.50
578	267.80
579	339.40
580	464.70
581	7419.60
582	7165.30
583	5879.90
584	5034.30
585	2994.70
586	1983.90
587	1656.00
588	1504.90
589	1294.80
590	1136.70
591	1634.10
592	2892.60
593	3329.50
594	3275.50
595	3246.90
596	3869.60
597	3247.60
598	3501.10
599	225.10
600	248.00
601	263.40
602	276.00
603	325.30
604	417.90
605	7358.30
606	6849.40
607	5427.90
608	5114.70
609	4713.70
610	3890.10
611	3442.70
612	3187.00
613	3035.80
614	3107.90
615	3437.60
616	3696.10
617	3670.70
618	3404.00
619	3164.20
620	3697.10
621	2952.70
622	3123.20
623	174.50
624	187.00
625	197.70
626	208.50
627	219.20
628	226.60
629	6960.40
630	5715.60
631	4509.10
632	4266.50
633	3644.70
634	3381.50
635	3145.50
636	2962.00
637	2938.10
638	3051.80
639	3190.00
640	3567.70
641	3597.40
642	3546.20
643	3227.30
644	3802.00
645	3106.70
646	3245.40
647	186.70
648	211.20
649	229.90
650	242.60
651	251.20
652	313.50
653	7270.60
654	6406.60
655	5110.80
656	4516.00
657	2964.00
658	2576.30
659	2682.40
660	2454.50
661	2534.80
662	3053.00
663	3096.70
664	3183.70
665	3145.70
666	3045.80
667	2972.20
668	3493.60
669	2704.80
670	2810.80
671	156.40
672	173.30
673	184.10
674	190.50
675	195.30
676	200.80
677	6507.30
678	4986.40
679	3937.70
680	3776.70
681	3507.80
682	3147.00
683	2471.40
684	2577.10
685	2630.10
686	2593.50
687	2460.60
688	2625.70
689	2619.40
690	2323.00
691	2104.30
692	2735.20
693	1997.60
694	2035.60
695	96.50
696	118.90
697	136.90
698	149.50
699	161.20
700	169.50
701	5774.20
702	4285.40
703	3335.40
704	2820.30
705	1689.90
706	885.80
707	637.60
708	609.10
709	950.40
710	1317.50
711	1715.50
712	2169.80
713	2345.20
714	2174.60
715	2000.80
716	2609.40
717	1799.00
718	1693.90
719	79.40
720	100.00
721	110.00
722	118.50
723	124.90
724	129.40
725	4595.00
726	3418.40
727	2608.00
728	2315.50
729	2109.40
730	1425.40
731	1112.20
732	1396.70
733	1221.90
734	1598.30
735	1876.70
736	2080.80
737	2130.50
738	1914.10
739	1877.10
740	2674.00
741	2021.90
742	2126.60
743	122.00
744	138.00
745	149.70
746	165.60
747	176.10
748	182.90
749	6011.00
750	4493.50
751	3531.10
752	2943.20
753	1639.80
754	1206.70
755	774.10
756	642.10
757	572.40
758	630.70
759	1413.70
760	2120.30
761	2313.10
762	2201.10
763	2071.60
764	2731.10
765	2036.40
766	2162.20
767	129.50
768	147.40
769	158.40
770	166.50
771	175.40
772	182.00
773	5898.50
774	4347.20
775	3343.40
776	3145.80
777	2877.20
778	2498.20
779	1752.90
780	1446.40
781	1474.80
782	1977.10
783	2155.80
784	2477.50
785	2576.10
786	2380.10
787	2188.20
788	2808.60
789	2063.20
790	2106.00
791	114.60
792	136.50
793	149.10
794	156.40
795	161.30
796	169.70
797	5799.70
798	4334.70
799	3404.80
800	2946.40
801	1945.50
802	1567.50
803	1736.60
804	1206.00
805	664.10
806	626.50
807	1018.40
808	2132.80
809	2358.40
810	2371.00
811	2085.50
812	2710.00
813	1979.30
814	2046.10
815	115.00
816	140.70
817	155.00
818	162.60
819	169.40
820	176.50
821	6018.40
822	4553.90
823	3628.80
824	3394.60
825	2970.50
826	2109.30
827	1711.60
828	1800.90
829	1553.50
830	1505.30
831	1392.50
832	2026.10
833	2317.50
834	2377.00
835	2398.20
836	3068.20
837	2380.20
838	2556.50
839	151.30
840	173.80
841	188.20
842	199.60
843	209.00
844	219.40
845	6829.10
846	5507.50
847	4311.30
848	3364.80
849	1674.70
850	1034.80
851	872.90
852	752.10
853	628.20
854	505.70
855	769.70
856	1691.60
857	2390.80
858	2441.90
859	2367.40
860	3049.50
861	2381.70
862	2582.00
863	170.80
864	194.20
865	209.10
866	217.00
867	226.20
868	236.00
869	6903.20
870	5709.90
871	4542.50
872	3469.20
873	1489.60
874	1096.50
875	1040.40
876	910.30
877	738.10
878	526.60
879	686.50
880	1416.60
881	2045.20
882	2175.80
883	2154.10
884	2846.90
885	2258.20
886	2517.10
887	176.40
888	197.80
889	211.90
890	221.80
891	233.50
892	247.10
893	6904.20
894	5780.80
895	4598.30
896	3482.40
897	1473.70
898	1112.70
899	1043.60
900	956.70
901	772.30
902	534.70
903	681.80
904	1317.30
905	1888.40
906	2084.60
907	2123.10
908	2881.40
909	2274.70
910	2548.30
911	183.90
912	206.00
913	217.60
914	223.90
915	235.30
916	242.70
917	6757.10
918	5416.80
919	4206.90
920	3553.90
921	2112.50
922	1337.10
923	1139.80
924	1169.90
925	1002.20
926	926.90
927	1410.20
928	2523.10
929	2987.70
930	2874.70
931	2708.20
932	3317.70
933	2640.40
934	2843.00
935	180.20
936	201.00
937	212.90
938	222.70
939	232.00
940	238.90
941	6955.90
942	5752.80
943	4494.90
944	4109.30
945	3791.10
946	3466.30
947	3130.20
948	2410.80
949	2160.90
950	2240.00
951	2588.00
952	3012.90
953	3085.10
954	2837.00
955	2647.20
956	3260.60
957	2522.90
958	2630.80
959	146.70
960	166.60
961	179.00
962	187.20
963	191.70
964	194.00
965	6421.40
966	4941.20
967	3871.10
968	3543.40
969	2935.80
970	2641.40
971	2395.90
972	2209.90
973	2102.40
974	2154.60
975	2299.40
976	2734.40
977	2774.30
978	2724.90
979	2407.10
980	3026.40
981	2191.10
982	2140.50
983	110.00
984	130.60
985	141.90
986	150.20
987	158.50
988	167.30
989	5830.90
990	4336.10
991	3440.10
992	3159.20
993	2790.70
994	2466.50
995	2262.20
996	2016.20
997	2175.70
998	2311.00
999	2203.20
1000	2344.70
1001	2356.40
1002	2287.00
1003	2230.60
1004	2851.20
1005	2090.30
1006	2142.70
1007	113.60
1008	135.10
1009	143.80
1010	149.20
1011	153.60
1012	157.50
1013	5588.00
1014	4078.70
1015	3106.40
1016	2804.70
1017	2502.70
1018	2183.30
1019	1944.80
1020	1765.10
1021	1691.40
1022	1723.40
1023	1648.40
1024	1937.80
1025	2177.70
1026	2179.40
1027	2108.80
1028	2788.30
1029	2095.50
1030	2145.10
1031	110.10
1032	125.50
1033	132.80
1034	138.70
1035	145.80
1036	152.80
1037	5410.20
1038	4001.70
1039	3093.90
1040	2487.10
1041	1922.20
1042	1487.80
1043	1198.10
1044	1075.80
1045	1007.60
1046	681.10
1047	885.50
1048	1714.70
1049	2091.80
1050	2014.80
1051	1964.80
1052	2706.90
1053	2007.20
1054	2032.70
1055	110.60
1056	132.20
1057	147.00
1058	157.10
1059	163.00
1060	170.80
1061	5802.80
1062	4371.80
1063	3371.00
1064	2398.40
1065	1967.20
1066	1478.80
1067	642.10
1068	466.20
1069	300.70
1070	239.90
1071	325.30
1072	920.70
1073	1620.30
1074	1770.50
1075	1726.10
1076	2446.70
1077	1811.40
1078	1975.10
1079	130.70
1080	156.50
1081	170.90
1082	182.70
1083	191.80
1084	199.90
1085	6278.10
1086	4796.30
1087	3678.30
1088	1991.20
1089	911.70
1090	584.00
1091	518.00
1092	450.60
1093	241.60
1094	139.40
1095	188.30
1096	326.70
1097	658.20
1098	846.60
1099	808.70
1100	1663.50
1101	1177.90
1102	1418.90
1103	120.10
1104	147.20
1105	163.70
1106	176.70
1107	187.10
1108	195.70
1109	5730.80
1110	4341.10
1111	3304.10
1112	1654.10
1113	756.20
1114	603.90
1115	506.20
1116	372.00
1117	190.90
1118	121.60
1119	174.00
1120	301.20
1121	616.40
1122	781.70
1123	635.50
1124	1323.70
1125	791.80
1126	864.00
1127	88.80
1128	119.90
1129	136.50
1130	150.00
1131	161.90
1132	172.60
1133	4629.00
