time [h]	EFH_10 [W]
0	181.50
1	209.40
2	225.00
3	234.60
4	241.10
5	7260.40
6	6101.50
7	4551.40
8	4294.30
9	3966.40
10	3689.90
11	3412.70
12	2908.40
13	3076.30
14	3224.80
15	3341.80
16	3337.40
17	3265.80
18	3021.70
19	2775.10
20	3361.20
21	2695.10
22	2885.70
23	153.50
24	168.80
25	177.20
26	181.30
27	186.60
28	192.60
29	6710.90
30	5051.30
31	3815.00
32	3624.10
33	3369.50
34	3129.70
35	2898.50
36	2336.30
37	2173.10
38	2348.10
39	2638.40
40	2719.50
41	2718.40
42	2548.80
43	2317.60
44	2921.20
45	3098.60
46	3070.10
47	119.10
48	138.70
49	148.70
50	153.20
51	157.10
52	163.00
53	6028.70
54	4362.90
55	3297.50
56	3101.30
57	2599.80
58	2152.90
59	1836.70
60	1344.20
61	1570.40
62	1851.20
63	2212.20
64	2495.80
65	2604.20
66	2523.60
67	2370.30
68	3017.60
69	2350.80
70	2456.80
71	135.70
72	156.20
73	170.60
74	179.90
75	182.70
76	184.00
77	6452.50
78	4755.80
79	3590.00
80	3342.30
81	2541.90
82	2275.50
83	2118.00
84	2278.70
85	2353.00
86	2474.00
87	2630.40
88	2655.40
89	2606.30
90	2407.20
91	2174.10
92	2788.10
93	2972.30
94	2948.70
95	114.60
96	131.80
97	143.20
98	149.50
99	155.10
100	161.40
101	5849.60
102	4130.60
103	3079.80
104	2984.00
105	2830.60
106	2627.50
107	2515.80
108	2443.30
109	2465.60
110	2549.90
111	2637.10
112	2596.90
113	2466.10
114	2229.40
115	1981.80
116	2603.60
117	1907.40
118	1933.10
119	89.60
120	108.10
121	115.50
122	121.60
123	127.60
124	131.10
125	5085.40
126	3587.00
127	2689.50
128	2514.20
129	1876.90
130	1154.10
131	1180.70
132	1133.20
133	1179.10
134	1399.10
135	1771.40
136	2123.70
137	2116.90
138	2079.30
139	1884.60
140	2576.40
141	1931.50
142	2014.60
143	104.80
144	123.90
145	137.80
146	150.60
147	158.50
148	163.00
149	5838.30
150	4207.00
151	3298.00
152	2976.70
153	1705.30
154	864.60
155	675.60
156	928.80
157	941.90
158	1258.70
159	1767.70
160	2076.80
161	2138.30
162	2053.70
163	1972.40
164	2661.10
165	1998.20
166	2104.80
167	114.90
168	135.50
169	149.40
170	161.70
171	172.80
172	181.00
173	6264.70
174	4612.70
175	3550.40
176	3453.70
177	3243.40
178	2956.40
179	2218.30
180	1060.70
181	1006.70
182	1171.10
183	1939.10
184	2487.40
185	2621.30
186	2545.30
187	2464.60
188	3149.00
189	2507.90
190	2660.30
191	151.00
192	166.30
193	177.80
194	185.10
195	190.40
196	195.20
197	6581.90
198	4906.00
199	3688.90
200	3402.50
201	2641.30
202	2378.50
203	2101.40
204	1562.30
205	1745.40
206	2061.10
207	2467.20
208	2687.00
209	2732.90
210	2578.70
211	2406.00
212	3088.40
213	2452.20
214	2614.00
215	146.20
216	164.90
217	176.70
218	187.00
219	196.60
220	204.30
221	6805.20
222	5206.00
223	3946.80
224	3753.30
225	3123.30
226	2277.30
227	2257.10
228	2586.70
229	2707.30
230	2784.70
231	2935.00
232	3015.40
233	2995.50
234	2814.40
235	2599.90
236	3228.00
237	2594.30
238	2742.20
239	150.40
240	168.50
241	180.30
242	188.80
243	197.20
244	201.90
245	6794.40
246	5195.80
247	3917.20
248	3742.20
249	3541.30
250	3269.10
251	3040.70
252	2904.00
253	2834.00
254	2679.60
255	2860.40
256	3131.60
257	3226.80
258	3086.80
259	2933.30
260	3613.80
261	3005.10
262	3180.10
263	184.30
264	206.80
265	221.70
266	234.30
267	240.80
268	253.90
269	7307.40
270	6327.10
271	4748.90
272	4443.60
273	3765.50
274	3241.60
275	2905.40
276	2527.60
277	1509.40
278	1326.80
279	2304.50
280	3090.60
281	3277.50
282	3130.60
283	2949.10
284	3583.90
285	2903.50
286	3043.10
287	174.40
288	193.10
289	206.60
290	218.20
291	227.40
292	234.60
293	7231.10
294	6136.60
295	4844.00
296	4328.00
297	2521.20
298	1546.70
299	1229.10
300	1004.10
301	948.80
302	980.60
303	1944.20
304	2844.30
305	3018.90
306	3021.00
307	2889.00
308	3589.50
309	2974.10
310	3128.10
311	192.90
312	212.20
313	226.80
314	243.20
315	256.10
316	309.30
317	7385.20
318	6769.00
319	5372.10
320	4880.40
321	3360.00
322	2012.20
323	1375.00
324	1131.10
325	1063.10
326	1152.50
327	1937.30
328	2854.60
329	3088.50
