time [h]	EFH_15 [W]
0	179.60
1	208.00
2	223.90
3	233.60
4	241.90
5	7121.30
6	5917.20
7	4543.10
8	4320.00
9	3994.20
10	3711.90
11	3439.50
12	2944.20
13	3119.80
14	3264.00
15	3376.60
16	3377.80
17	3323.00
18	3040.50
19	2794.90
20	3357.70
21	2624.70
22	2782.20
23	149.90
24	166.80
25	175.80
26	180.20
27	185.60
28	191.70
29	6462.40
30	4920.60
31	3821.70
32	3635.90
33	3391.00
34	3153.00
35	2926.90
36	2373.40
37	2215.80
38	2385.90
39	2672.80
40	2760.90
41	2777.00
42	2568.70
43	2338.10
44	2918.40
45	3022.20
46	2970.50
47	115.90
48	136.90
49	147.40
50	152.10
51	156.20
52	162.30
53	5745.70
54	4256.50
55	3311.70
56	3152.40
57	2702.30
58	2187.10
59	1865.70
60	1382.70
61	1616.60
62	1891.60
63	2238.90
64	2531.60
65	2664.50
66	2546.00
67	2393.20
68	3016.80
69	2282.60
70	2356.90
71	131.70
72	154.20
73	169.10
74	178.70
75	181.70
76	183.10
77	6191.20
78	4637.10
79	3601.80
80	3416.30
81	2722.50
82	2322.00
83	2153.50
84	2327.70
85	2407.60
86	2522.10
87	2673.20
88	2702.90
89	2669.90
90	2431.80
91	2198.90
92	2789.10
93	2897.40
94	2851.00
95	111.20
96	129.90
97	141.80
98	148.40
99	154.20
100	160.60
101	5565.70
102	4028.30
103	3096.40
104	3004.00
105	2856.40
106	2655.00
107	2548.60
108	2486.80
109	2514.60
110	2593.20
111	2675.70
112	2640.70
113	2526.50
114	2251.10
115	2004.20
116	2602.30
117	1838.80
118	1838.60
119	84.20
120	105.70
121	113.80
122	120.20
123	126.40
124	130.10
125	4767.40
126	3474.40
127	2676.60
128	2567.00
129	1852.10
130	1055.90
131	1068.60
132	1052.80
133	1097.20
134	1307.30
135	1668.70
136	2169.50
137	2203.70
138	2197.30
139	1922.30
140	2577.50
141	1856.90
142	1919.10
143	99.70
144	121.60
145	136.20
146	149.30
147	157.50
148	162.10
149	5546.60
150	4079.40
151	3262.60
152	3064.60
153	2001.60
154	957.80
155	789.70
156	960.60
157	1017.70
158	1317.10
159	1666.80
160	1967.00
161	2047.60
162	1990.90
163	1983.30
164	2656.20
165	1928.10
166	2005.00
167	110.20
168	133.20
169	147.70
170	160.30
171	171.60
172	180.00
173	5990.70
174	4502.40
175	3564.30
176	3472.50
177	3268.20
178	2981.40
179	2240.90
180	1114.60
181	1061.20
182	1196.20
183	1940.70
184	2506.00
185	2676.10
186	2563.30
187	2483.70
188	3144.50
189	2434.60
190	2557.90
191	147.50
192	164.40
193	176.40
194	184.00
195	189.50
196	194.40
197	6325.60
198	4778.70
199	3697.20
200	3484.00
201	2828.10
202	2424.90
203	2134.50
204	1603.30
205	1793.70
206	2103.10
207	2498.10
208	2726.40
209	2794.40
210	2601.60
211	2429.40
212	3088.20
213	2384.50
214	2514.70
215	142.50
216	163.00
217	175.30
218	185.80
219	195.60
220	203.50
221	6569.90
222	5076.00
223	3955.00
224	3808.40
225	3235.30
226	2307.00
227	2285.10
228	2630.70
229	2757.50
230	2829.20
231	2974.70
232	3060.40
233	3056.90
234	2837.10
235	2622.70
236	3227.20
237	2526.60
238	2641.70
239	146.80
240	166.60
241	178.90
242	187.70
243	196.20
244	201.00
245	6559.00
246	5063.20
247	3923.90
248	3768.90
249	3573.10
250	3295.00
251	3071.40
252	2945.50
253	2880.80
254	2717.70
255	2880.90
256	3161.70
257	3284.40
258	3107.10
259	2954.60
260	3611.40
261	2929.50
262	3082.70
263	181.10
264	205.00
265	220.40
266	233.20
267	239.90
268	255.10
269	7196.90
270	6127.70
271	4739.10
272	4492.00
273	3866.90
274	3269.60
275	2928.60
276	2563.10
277	1556.00
278	1349.60
279	2283.70
280	3091.90
281	3328.10
282	3145.20
283	2965.30
284	3577.50
285	2822.30
286	2940.10
287	171.00
288	191.20
289	205.30
290	217.10
291	226.50
292	233.80
293	7048.90
294	5945.20
295	4801.60
296	4511.60
297	2787.20
298	1536.00
299	1294.70
300	1011.80
301	1023.10
302	1047.90
303	1762.00
304	2829.10
305	3079.80
306	3119.10
307	2909.20
308	3575.00
309	2875.20
310	3020.30
311	189.60
312	210.40
313	225.60
314	242.20
315	255.20
316	315.70
317	7261.70
318	6540.20
319	5295.20
320	4990.10
321	3675.90
322	2110.30
323	1483.40
324	1161.80
325	1142.50
326	1230.20
327	1796.70
328	2680.10
329	2975.40
330	3081.10
331	3170.00
332	3750.70
333	3039.70
334	3206.00
335	200.20
336	222.60
337	235.70
338	244.40
339	252.00
340	290.10
341	7204.80
342	6314.00
343	4920.30
344	4559.10
345	3071.80
346	1656.10
347	1418.80
348	1308.20
349	1137.40
350	1125.00
351	1858.70
352	2811.80
353	3111.70
354	3009.80
355	2898.50
356	3529.60
357	2851.50
358	3005.00
359	183.10
360	194.90
361	199.70
362	204.30
363	211.00
364	217.10
365	6713.60
366	5297.40
367	4125.80
368	3999.90
369	3791.80
370	3565.40
371	3343.90
372	3182.50
373	3116.50
374	3146.10
375	3226.50
376	3246.60
377	3185.40
378	2878.50
379	2591.80
380	3193.80
381	2465.80
382	2493.20
383	126.90
384	143.70
385	154.20
386	164.50
387	173.20
388	176.30
389	6010.10
390	4488.60
391	3489.40
392	3328.90
393	3090.10
394	2764.30
395	2124.00
396	1866.20
397	1890.70
398	2117.00
399	2524.70
400	2647.80
401	2645.50
402	2413.20
403	2194.00
404	2812.00
405	2059.60
406	2088.10
407	108.70
408	131.90
409	144.60
410	152.20
411	158.80
412	167.60
413	5735.90
414	4244.30
415	3276.70
416	3101.70
417	2624.50
418	2044.80
419	1404.00
420	1214.70
421	1962.50
422	2055.20
423	2190.20
424	2556.80
425	2703.20
426	2535.70
427	2389.30
428	3049.60
429	2331.10
430	2422.60
431	138.00
432	157.70
433	171.10
434	181.20
435	187.40
436	192.30
437	6342.00
438	4838.40
439	3807.20
440	3539.20
441	2928.90
442	1833.80
443	977.50
444	939.90
445	773.20
446	693.70
447	1268.90
448	2251.00
449	2597.60
450	2480.00
451	2356.10
452	3023.90
453	2372.50
454	2557.80
455	158.50
456	181.50
457	193.30
458	195.50
459	196.00
460	201.80
461	6460.40
462	4920.80
463	3816.20
464	3599.00
465	2826.80
466	2745.70
467	2561.60
468	2008.50
469	2153.10
470	2056.60
471	2388.00
472	2843.50
473	2844.30
474	2766.50
475	2433.10
476	3026.30
477	2323.30
478	2397.10
479	130.20
480	146.80
481	158.50
482	168.40
483	173.40
484	180.50
485	6105.10
486	4628.50
487	3646.90
488	3344.90
489	2434.70
490	2126.20
491	1874.50
492	1119.40
493	772.40
494	1639.20
495	2088.80
496	2381.40
497	2461.50
498	2419.40
499	2365.60
500	2986.00
501	2308.50
502	2423.10
503	136.90
504	156.20
505	167.00
506	176.70
507	186.90
508	193.30
509	6292.10
510	4721.30
511	3676.20
512	3607.40
513	3431.10
514	3169.90
515	2982.70
516	2877.10
517	2865.90
518	2917.40
519	2826.50
520	2939.30
521	2995.70
522	2827.00
523	2629.50
524	3207.90
525	2465.50
526	2536.10
527	137.90
528	156.20
529	167.90
530	178.50
531	187.10
532	192.90
533	6456.70
534	5023.10
535	4022.90
536	3917.70
537	3568.60
538	2891.80
539	2450.10
540	1334.20
541	1016.40
542	1058.90
543	1745.20
544	2963.40
545	3364.30
546	3230.10
547	3102.40
548	3755.20
549	3130.30
550	3358.10
551	212.20
552	237.20
553	257.30
554	272.20
555	343.20
556	447.90
557	7383.30
558	6840.80
559	5355.00
560	4836.90
561	3258.00
562	2278.00
563	1915.30
564	2066.00
565	1496.10
566	1747.40
567	2496.90
568	3278.80
569	3592.80
570	3508.20
571	3374.20
572	3953.60
573	3276.50
574	3451.90
575	213.10
576	239.10
577	255.50
578	267.90
579	342.40
580	466.60
581	7419.70
582	7166.40
583	5883.40
584	5173.40
585	3306.10
586	2011.90
587	1661.20
588	1507.60
589	1296.90
590	1151.50
591	1652.30
592	2911.50
593	3343.40
594	3287.50
595	3257.60
596	3879.00
597	3256.10
598	3508.80
599	225.20
600	248.00
601	263.50
602	276.10
603	330.30
604	421.80
605	7359.50
606	6855.30
607	5434.60
608	5131.50
609	4729.10
610	3898.10
611	3450.50
612	3194.60
613	3042.80
614	3114.00
615	3442.30
616	3699.70
617	3673.70
618	3406.70
619	3166.70
620	3699.40
621	2954.80
622	3125.00
623	174.50
624	187.00
625	197.70
626	208.50
627	219.20
628	226.60
629	6961.30
630	5719.40
631	4511.10
632	4268.80
633	3649.10
634	3384.80
635	3149.00
636	2965.60
637	2941.40
638	3054.50
639	3191.90
640	3569.00
641	3598.30
642	3547.00
643	3228.10
644	3802.70
645	3107.30
646	3246.00
647	186.70
648	211.20
649	229.90
650	242.60
651	251.20
652	315.40
653	7270.60
654	6407.20
655	5111.20
656	4621.40
657	3205.00
658	2613.40
659	2703.20
660	2472.00
661	2550.20
662	3065.80
663	3107.20
664	3192.60
665	3153.40
666	3052.70
667	2978.40
668	3499.20
669	2709.80
670	2815.40
671	156.50
672	173.30
673	184.10
674	190.50
675	195.30
676	200.80
677	6511.00
678	4991.40
679	3941.30
680	3780.90
681	3514.00
682	3151.80
683	2476.90
684	2582.20
685	2634.60
686	2597.30
687	2463.70
688	2627.90
689	2621.10
690	2324.50
691	2105.70
692	2736.50
693	1998.80
694	2036.60
695	96.50
696	118.90
697	136.90
698	149.50
699	161.20
700	169.50
701	5775.20
702	4286.30
703	3336.10
704	2887.70
705	1843.10
706	898.10
707	638.70
708	613.50
709	966.70
710	1329.80
711	1724.70
712	2177.10
713	2351.50
714	2180.10
715	2005.90
716	2613.90
717	1803.00
718	1697.70
719	79.40
720	100.00
721	110.00
722	118.50
723	124.90
724	129.40
725	4600.10
726	3421.60
727	2610.60
728	2332.80
729	2124.90
730	1431.90
731	1118.50
732	1402.30
733	1227.50
734	1602.70
735	1879.90
736	2083.10
737	2132.50
738	1915.80
739	1878.70
740	2675.50
741	2023.30
742	2127.80
743	122.00
744	138.00
745	149.70
746	165.60
747	176.10
748	182.90
749	6012.00
750	4494.50
751	3531.80
752	3036.90
753	1849.40
754	1239.60
755	779.20
756	642.80
757	573.00
758	640.60
759	1427.20
760	2130.40
761	2321.70
762	2208.80
763	2078.50
764	2737.30
765	2042.00
766	2167.30
767	129.50
768	147.40
769	158.40
770	166.50
771	175.40
772	182.00
773	5903.90
774	4351.90
775	3347.10
776	3150.50
777	2884.30
778	2503.30
779	1758.80
780	1452.60
781	1480.50
782	1981.50
783	2159.30
784	2479.90
785	2578.00
786	2381.80
787	2189.70
788	2810.00
789	2064.50
790	2107.10
791	114.60
792	136.50
793	149.10
794	156.50
795	161.30
796	169.70
797	5800.90
798	4335.80
799	3405.60
800	2983.10
801	2026.70
802	1582.10
803	1745.70
804	1214.60
805	666.50
806	631.40
807	1022.20
808	2136.60
809	2361.60
810	2373.80
811	2088.00
812	2712.30
813	1981.40
814	2048.00
815	115.00
816	140.70
817	155.00
818	162.60
819	169.40
820	176.50
821	6020.00
822	4555.30
823	3630.10
824	3397.40
825	2976.00
826	2113.60
827	1716.20
828	1805.10
829	1557.90
830	1509.20
831	1395.40
832	2027.50
833	2318.30
834	2377.60
835	2398.70
836	3068.60
837	2380.50
838	2556.60
839	151.30
840	173.80
841	188.30
842	199.60
843	209.00
844	219.50
845	6829.00
846	5507.40
847	4311.10
848	3490.30
849	1920.80
850	1044.80
851	875.30
852	753.70
853	629.60
854	507.10
855	786.40
856	1709.90
857	2407.40
858	2455.70
859	2379.40
860	3060.10
861	2391.20
862	2590.40
863	170.80
864	194.20
865	209.10
866	217.00
867	226.20
868	236.00
869	6906.00
870	5713.60
871	4546.50
872	3639.40
873	1736.80
874	1107.40
875	1045.00
876	913.70
877	741.00
878	529.40
879	689.40
880	1446.00
881	2072.80
882	2199.70
883	2175.00
884	2865.20
885	2274.50
886	2531.70
887	176.40
888	197.90
889	212.00
890	221.90
891	233.60
892	247.10
893	6909.70
894	5798.10
895	4609.50
896	3667.90
897	1709.50
898	1124.00
899	1049.30
900	960.90
901	776.00
902	538.20
903	685.30
904	1352.70
905	1929.60
906	2118.30
907	2150.80
908	2905.70
909	2296.50
910	2567.90
911	183.90
912	206.00
913	217.60
914	223.90
915	235.30
916	242.80
917	6764.90
918	5439.10
919	4221.20
920	3655.10
921	2337.90
922	1361.20
923	1165.10
924	1193.00
925	1017.70
926	939.70
927	1428.30
928	2540.20
929	3001.60
930	2886.90
931	2719.20
932	3327.60
933	2649.30
934	2851.20
935	180.20
936	201.10
937	212.90
938	222.70
939	232.10
940	238.90
941	6959.30
942	5760.00
943	4500.70
944	4133.80
945	3813.00
946	3475.30
947	3138.50
948	2419.60
949	2169.40
950	2247.60
951	2594.20
952	3017.50
953	3088.90
954	2840.40
955	2650.20
956	3263.30
957	2525.40
958	2633.20
959	146.80
960	166.60
961	179.00
962	187.20
963	191.70
964	194.00
965	6423.50
966	4943.90
967	3873.30
968	3550.30
969	2940.90
970	2645.70
971	2400.50
972	2214.50
973	2106.80
974	2158.40
975	2302.30
976	2736.30
977	2775.90
978	2726.20
979	2408.40
980	3027.50
981	2192.10
982	2141.40
983	110.00
984	130.60
985	142.00
986	150.20
987	158.60
988	167.30
989	5831.70
990	4336.90
991	3440.80
992	3165.90
993	2795.00
994	2470.00
995	2265.90
996	2020.00
997	2179.30
998	2314.00
999	2205.40
1000	2346.00
1001	2357.30
1002	2287.80
1003	2231.30
1004	2851.80
1005	2090.80
1006	2143.20
1007	113.60
1008	135.10
1009	143.80
1010	149.20
1011	153.70
1012	157.50
1013	5588.50
1014	4079.20
1015	3106.80
1016	2811.00
1017	2506.90
1018	2186.50
1019	1948.30
1020	1768.80
1021	1694.90
1022	1726.40
1023	1651.00
1024	1939.20
1025	2178.30
1026	2180.10
1027	2109.40
1028	2788.80
1029	2095.90
1030	2145.50
1031	110.20
1032	125.60
1033	132.90
1034	138.70
1035	145.80
1036	152.80
1037	5410.40
1038	4001.90
1039	3094.90
1040	2609.70
1041	1975.00
1042	1504.10
1043	1210.20
1044	1086.70
1045	1017.50
1046	689.20
1047	892.30
1048	1720.20
1049	2095.40
1050	2018.20
1051	1967.80
1052	2709.50
1053	2009.50
1054	2034.70
1055	110.60
1056	132.20
1057	147.00
1058	157.10
1059	163.00
1060	170.80
1061	5804.60
1062	4373.30
1063	3373.70
1064	2626.10
1065	2049.20
1066	1504.80
1067	645.60
1068	466.50
1069	300.70
1070	240.00
1071	329.50
1072	935.90
1073	1634.20
1074	1781.10
1075	1735.20
1076	2454.60
1077	1818.40
1078	1981.30
1079	130.70
1080	156.50
1081	170.90
1082	182.70
1083	191.80
1084	199.90
1085	6283.50
1086	4801.80
1087	3685.10
1088	2440.20
1089	1011.40
1090	598.30
1091	525.20
1092	455.60
1093	245.60
1094	142.50
1095	191.20
1096	330.70
1097	660.10
1098	858.00
1099	839.10
1100	1694.90
1101	1205.50
1102	1443.90
1103	120.10
1104	147.20
1105	163.70
1106	176.70
1107	187.10
1108	195.70
1109	5755.50
1110	4362.10
1111	3331.00
1112	2055.00
1113	808.60
1114	610.90
1115	515.50
1116	378.80
1117	196.50
1118	125.90
1119	178.00
1120	306.30
1121	619.60
1122	786.10
1123	639.60
1124	1327.60
1125	794.80
1126	889.30
1127	88.80
1128	119.90
1129	136.60
1130	150.00
1131	162.00
1132	172.60
1133	4684.00
