time [h]	EFH_13 [W]
0	311.30
1	356.80
2	507.80
3	726.00
4	909.30
5	7524.10
6	7665.70
7	7061.80
8	6668.60
9	6023.20
10	5649.60
11	5300.40
12	4728.20
13	4805.30
14	4891.10
15	5026.10
16	4999.50
17	4907.80
18	4592.20
19	4278.00
20	4706.50
21	4140.40
22	4547.20
23	275.90
24	285.50
25	288.60
26	282.30
27	283.40
28	316.20
29	7391.00
30	6880.80
31	5416.80
32	5154.70
33	4733.70
34	4438.40
35	4214.40
36	3538.80
37	3257.00
38	3379.10
39	3608.90
40	3697.90
41	3744.10
42	3616.50
43	3360.80
44	3833.00
45	5227.00
46	5328.40
47	188.40
48	212.40
49	225.20
50	227.40
51	228.00
52	235.70
53	6970.90
54	5615.30
55	4452.50
56	4338.20
57	3686.80
58	3187.20
59	2808.90
60	2260.40
61	2464.50
62	2700.00
63	3032.40
64	3403.10
65	3643.90
66	3671.70
67	3568.50
68	4147.10
69	3554.80
70	3749.60
71	236.40
72	256.70
73	274.70
74	286.70
75	284.10
76	278.70
77	7302.40
78	6438.40
79	5063.10
80	4802.30
81	3777.40
82	3542.20
83	3309.90
84	3291.30
85	3339.10
86	3527.90
87	3703.60
88	3701.50
89	3633.00
90	3443.40
91	3186.40
92	3689.20
93	4687.00
94	4828.10
95	191.60
96	208.10
97	220.50
98	223.80
99	227.80
100	235.40
101	6761.30
102	5214.90
103	4062.90
104	4093.10
105	3885.80
106	3676.60
107	3648.20
108	3601.70
109	3625.80
110	3667.40
111	3718.10
112	3622.80
113	3403.50
114	3142.60
115	2847.90
116	3374.60
117	2680.40
118	2766.60
119	157.30
120	167.20
121	169.60
122	175.30
123	183.50
124	184.50
125	5899.70
126	4292.70
127	3327.70
128	3314.60
129	2627.80
130	1953.40
131	2002.60
132	1919.40
133	1930.60
134	2158.20
135	2553.40
136	2932.10
137	2977.50
138	2982.80
139	2774.50
140	3383.80
141	2754.20
142	2953.30
143	180.30
144	194.60
145	210.50
146	228.80
147	239.20
148	245.00
149	6749.40
150	5337.00
151	4399.00
152	4183.30
153	2722.90
154	1869.50
155	1588.10
156	1862.70
157	1804.10
158	2126.90
159	2646.60
160	2966.70
161	3093.80
162	3021.40
163	2956.30
164	3587.30
165	2940.90
166	3152.60
167	198.60
168	218.90
169	235.80
170	253.40
171	269.80
172	280.90
173	7245.20
174	6302.70
175	5167.10
176	5101.10
177	4783.50
178	4463.40
179	3711.00
180	2400.80
181	2304.80
182	2352.90
183	3048.70
184	3657.40
185	3853.20
186	3872.90
187	3960.90
188	4642.20
189	4145.70
190	4349.30
191	275.30
192	284.80
193	296.40
194	302.30
195	305.80
196	343.20
197	7412.50
198	6863.60
199	5398.10
200	5059.10
201	4122.50
202	3829.80
203	3476.80
204	2805.40
205	2894.70
206	3260.20
207	3678.30
208	3886.40
209	3978.20
210	3879.70
211	3736.40
212	4369.30
213	3813.00
214	4079.90
215	259.50
216	276.20
217	288.10
218	302.50
219	315.60
220	428.90
221	7452.90
222	7222.50
223	5775.60
224	5528.80
225	4762.70
226	3801.30
227	3633.10
228	3957.60
229	4066.30
230	4074.80
231	4241.10
232	4371.50
233	4374.10
234	4202.80
235	3991.20
236	4515.00
237	3994.60
238	4235.20
239	264.50
240	281.20
241	293.20
242	301.80
243	320.00
244	418.60
245	7440.70
246	7194.90
247	5708.00
248	5479.10
249	5217.70
250	4827.00
251	4510.50
252	4339.30
253	4230.70
254	4107.50
255	4274.60
256	4614.50
257	4826.60
258	4696.20
259	4589.40
260	5284.70
261	4880.30
262	5074.40
263	337.20
264	364.80
265	409.90
266	630.50
267	842.10
268	1002.00
269	7531.50
270	7681.60
271	7197.00
272	7005.90
273	6031.10
274	5391.60
275	4956.10
276	4417.60
277	3230.90
278	2924.70
279	3860.20
280	4755.90
281	5118.60
282	5030.50
283	4854.60
284	5371.30
285	4760.70
286	4869.70
287	312.40
288	331.50
289	347.10
290	429.80
291	612.00
292	802.30
293	7515.40
294	7690.50
295	7315.90
296	7127.10
297	4976.00
298	3632.70
299	2783.90
300	2339.30
301	2267.60
302	2714.50
303	3723.70
304	4692.90
305	4948.90
306	4979.50
307	4957.10
308	5610.20
309	5124.20
310	5228.10
311	352.30
312	372.10
313	401.20
314	649.60
315	1002.70
316	1346.30
317	7583.90
318	7693.90
319	7441.20
320	7559.50
321	6776.90
322	4994.90
323	3804.40
324	3028.40
325	2713.70
326	3030.90
327	3993.20
328	4860.40
329	5208.10
330	5443.50
331	5600.70
332	5991.80
333	5485.60
334	5595.00
335	367.10
336	394.90
337	470.20
338	676.50
339	965.90
340	1188.30
341	7558.50
342	7693.90
343	7361.70
344	7207.00
345	5164.20
346	3734.70
347	2964.20
348	2545.40
349	2259.80
350	2523.70
351	3715.90
352	4703.70
353	5015.40
354	4972.70
355	4905.80
356	5461.90
357	5028.10
358	5159.20
359	328.40
360	329.60
361	326.00
362	324.20
363	366.20
364	493.90
365	7462.90
366	7429.70
367	6185.10
368	5916.60
369	5650.70
370	5418.00
371	5102.20
372	4846.70
373	4684.80
374	4624.60
375	4647.20
376	4628.60
377	4517.90
378	4144.60
379	3747.70
380	4328.10
381	3755.20
382	3814.80
383	212.40
384	223.30
385	231.80
386	248.80
387	264.70
388	264.20
