time [h]	EFH_16 [W]
0	181.60
1	209.40
2	225.10
3	234.60
4	242.40
5	7261.50
6	6107.00
7	4555.30
8	4307.00
9	3966.80
10	3689.70
11	3410.90
12	2904.10
13	3074.20
14	3224.90
15	3343.10
16	3339.10
17	3267.50
18	3023.40
19	2777.10
20	3363.40
21	2697.50
22	2887.90
23	153.60
24	168.80
25	177.30
26	181.40
27	186.70
28	192.60
29	6713.80
30	5055.50
31	3818.00
32	3626.60
33	3370.40
34	3129.00
35	2896.10
36	2331.20
37	2168.60
38	2348.10
39	2642.10
40	2721.60
41	2720.70
42	2550.80
43	2319.60
44	2923.50
45	3100.20
46	3071.70
47	119.20
48	138.70
49	148.80
50	153.30
51	157.20
52	163.10
53	6033.10
54	4366.90
55	3300.70
56	3115.20
57	2565.80
58	2141.40
59	1824.50
60	1332.90
61	1562.80
62	1851.00
63	2227.30
64	2497.10
65	2606.80
66	2526.30
67	2372.90
68	3020.20
69	2353.30
70	2459.40
71	135.70
72	156.30
73	170.70
74	180.00
75	182.80
76	184.10
77	6456.30
78	4760.00
79	3593.40
80	3361.70
81	2470.10
82	2258.20
83	2104.80
84	2272.20
85	2349.00
86	2471.50
87	2629.50
88	2655.20
89	2606.30
90	2407.40
91	2174.60
92	2789.00
93	2972.70
94	2949.20
95	114.70
96	131.90
97	143.20
98	149.60
99	155.20
100	161.40
101	5852.40
102	4132.70
103	3081.40
104	2985.40
105	2830.50
106	2625.80
107	2513.00
108	2440.30
109	2463.20
110	2548.80
111	2637.40
112	2597.70
113	2467.10
114	2230.40
115	1983.10
116	2605.10
117	1908.80
118	1934.60
119	89.70
120	108.20
121	115.60
122	121.70
123	127.70
124	131.20
125	5088.80
126	3589.60
127	2691.70
128	2529.10
129	1840.90
130	1136.30
131	1165.90
132	1124.10
133	1172.20
134	1398.30
135	1783.70
136	2124.00
137	2118.10
138	2080.70
139	1886.40
140	2578.40
141	1933.60
142	2016.80
143	104.90
144	123.90
145	137.90
146	150.70
147	158.60
148	163.10
149	5842.90
150	4210.70
151	3301.20
152	3008.70
153	1584.50
154	853.00
155	670.40
156	916.10
157	929.40
158	1256.70
159	1782.10
160	2076.10
161	2138.60
162	2053.60
163	1972.80
164	2661.90
165	1999.20
166	2106.00
167	115.00
168	135.60
169	149.50
170	161.80
171	172.90
172	181.10
173	6267.60
174	4615.60
175	3552.50
176	3454.90
177	3242.90
178	2953.60
179	2206.90
180	1049.50
181	996.40
182	1178.30
183	1983.30
184	2490.50
185	2626.80
186	2550.10
187	2468.90
188	3152.90
189	2511.70
190	2663.90
191	151.10
192	166.40
193	177.90
194	185.20
195	190.50
196	195.30
197	6586.50
198	4910.90
199	3692.90
200	3428.90
201	2567.60
202	2361.60
203	2087.40
204	1549.80
205	1737.00
206	2060.00
207	2478.20
208	2687.60
209	2734.60
210	2580.20
211	2407.70
212	3090.50
213	2454.50
214	2616.30
215	146.20
216	165.00
217	176.80
218	187.00
219	196.60
220	204.40
221	6808.60
222	5210.50
223	3950.70
224	3770.00
225	3084.50
226	2259.50
227	2243.80
228	2580.80
229	2703.50
230	2782.70
231	2934.60
232	3015.80
233	2996.10
234	2815.30
235	2600.70
236	3229.10
237	2596.00
238	2744.00
239	150.40
240	168.60
241	180.40
242	188.90
243	197.30
244	201.90
245	6796.70
246	5198.60
247	3919.50
248	3751.60
249	3539.70
250	3267.50
251	3038.10
252	2901.20
253	2831.50
254	2681.30
255	2878.40
256	3132.60
257	3230.10
258	3090.20
259	2936.80
260	3617.10
261	3008.40
262	3183.60
263	184.40
264	206.80
265	221.70
266	234.30
267	240.90
268	254.90
269	7308.60
270	6332.80
271	4752.70
272	4461.00
273	3728.80
274	3229.30
275	2892.80
276	2518.10
277	1498.60
278	1342.40
279	2375.30
280	3094.10
281	3284.90
282	3136.40
283	2954.30
284	3589.20
285	2908.70
286	3048.20
287	174.50
288	193.10
289	206.70
290	218.30
291	227.50
292	234.60
293	7234.70
294	6144.70
295	4850.40
296	4403.10
297	2366.60
298	1535.80
299	1220.70
300	991.40
301	938.30
302	983.10
303	1980.80
304	2835.70
305	3016.70
306	3019.50
307	2887.90
308	3588.60
309	2973.90
310	3128.40
311	193.00
312	212.20
313	226.90
314	243.30
315	256.20
316	311.80
317	7386.50
318	6774.10
319	5376.30
320	4933.30
321	3229.10
322	1976.90
323	1367.20
324	1119.50
325	1053.50
326	1157.70
327	2016.00
328	2851.70
329	3093.30
330	3164.60
331	3177.40
332	3772.30
333	3135.00
334	3315.60
335	203.00
336	224.30
337	236.90
338	245.50
339	253.00
340	283.70
341	7355.80
342	6512.80
343	4943.80
344	4433.90
345	2446.60
346	1577.30
347	1348.60
348	1233.90
349	1066.20
350	1054.30
351	1923.50
352	2817.50
353	3064.90
354	2997.10
355	2883.90
356	3538.20
357	2937.50
358	3109.50
359	186.40
360	196.70
361	201.10
362	205.50
363	212.00
364	217.90
365	6969.60
366	5430.90
367	4127.00
368	3989.20
369	3770.50
370	3542.40
371	3314.30
372	3141.70
373	3070.30
374	3106.50
375	3192.70
376	3207.90
377	3129.90
378	2861.50
379	2574.20
380	3199.80
381	2538.90
382	2598.40
383	130.70
384	145.70
385	155.70
386	165.70
387	174.30
388	177.20
389	6288.20
390	4605.30
391	3480.40
392	3313.40
393	3066.20
394	2738.30
395	2091.60
396	1822.70
397	1842.30
398	2079.10
399	2494.40
400	2608.10
401	2588.70
402	2394.90
403	2175.10
404	2816.80
405	2131.50
406	2190.00
407	113.40
408	134.10
409	146.30
410	153.60
411	160.00
412	168.60
413	6023.90
414	4354.20
415	3265.30
416	3061.40
417	2472.90
418	1996.20
419	1361.70
420	1164.10
421	1907.80
422	2015.80
423	2198.80
424	2531.10
425	2647.70
426	2517.40
427	2370.20
428	3054.10
429	2402.70
430	2526.50
431	141.70
432	159.70
433	172.60
434	182.40
435	188.40
436	193.30
437	6597.40
438	4968.10
439	3802.60
440	3479.90
441	2725.00
442	1775.40
443	912.80
444	865.70
445	704.70
446	652.50
447	1320.10
448	2296.30
449	2568.10
450	2480.20
451	2352.50
452	3041.90
453	2458.40
454	2671.20
455	162.00
456	183.40
457	194.70
458	196.70
459	197.00
460	202.70
461	6725.90
462	5080.50
463	3851.50
464	3574.80
465	2811.70
466	2836.30
467	2659.20
468	2092.50
469	2236.20
470	2153.20
471	2490.60
472	2796.20
473	2762.10
474	2653.50
475	2400.70
476	3030.50
477	2403.10
478	2500.50
479	134.10
480	148.80
481	160.00
482	169.60
483	174.40
484	181.40
485	6383.20
486	4772.40
487	3690.60
488	3279.60
489	2265.40
490	2045.40
491	1778.90
492	1081.90
493	668.60
494	1585.00
495	2196.20
496	2495.30
497	2558.30
498	2487.60
499	2360.20
500	2996.30
501	2384.50
502	2529.70
503	140.80
504	158.40
505	168.60
506	178.00
507	188.10
508	194.20
509	6555.60
510	4849.30
511	3670.30
512	3594.10
513	3408.40
514	3145.10
515	2951.20
516	2834.40
517	2817.90
518	2876.20
519	2807.70
520	2907.90
521	2940.90
522	2810.00
523	2611.60
524	3213.60
525	2538.20
526	2641.30
527	141.70
528	158.20
529	169.40
530	179.80
531	188.20
532	193.80
533	6705.90
534	5157.90
535	4019.80
536	3902.30
537	3545.30
538	2866.90
539	2418.80
540	1271.30
541	945.20
542	987.70
543	1823.60
544	2992.90
545	3326.10
546	3224.10
547	3093.60
548	3768.80
549	3223.10
550	3465.10
551	215.40
552	239.00
