time [h]	Qevap [W]
0	196.94
1	215.04
2	208.52
3	219.75
4	222.83
5	4800.00
6	4800.00
7	3833.28
8	3580.61
9	3348.88
10	3222.47
11	2990.40
12	2541.44
13	2704.21
14	2723.31
15	2830.70
16	2854.03
17	2833.94
18	2639.65
19	2519.70
20	2865.07
21	2197.12
22	2296.42
23	178.44
24	179.45
25	182.89
26	169.97
27	177.42
28	178.84
29	4800.00
30	4335.15
31	3224.47
32	3023.34
33	2852.51
34	2741.34
35	2547.20
36	2064.17
37	1969.90
38	2014.43
39	2251.19
40	2340.87
41	2372.17
42	2234.15
43	2117.16
44	2489.38
45	2491.42
46	2427.63
47	143.27
48	156.17
49	160.83
50	147.99
51	154.39
52	155.77
53	4715.51
54	3809.30
55	2826.93
56	2624.06
57	2238.49
58	1998.97
59	1740.21
60	1318.21
61	1500.69
62	1625.60
63	1898.21
64	2153.41
65	2281.02
66	2213.78
67	2157.96
68	2563.82
69	1910.21
70	1947.55
71	155.80
72	174.98
73	182.66
74	171.71
75	177.71
76	175.13
77	4800.00
78	4163.91
79	3081.03
80	2832.60
81	2196.41
82	2124.41
83	1982.40
84	2029.80
85	2126.72
86	2129.55
87	2267.28
88	2312.79
89	2309.48
90	2149.92
91	2038.80
92	2408.35
93	2400.72
94	2337.58
95	146.45
96	153.57
97	159.06
98	146.73
99	154.62
100	156.14
101	4572.40
102	3647.45
103	2666.60
104	2534.88
105	2444.20
106	2366.53
107	2262.59
108	2144.33
109	2201.22
110	2180.34
111	2262.98
112	2256.67
113	2188.31
114	1999.03
115	1873.22
116	2253.92
117	1572.08
118	1548.05
119	123.19
120	150.80
121	152.29
122	134.58
123	143.83
124	142.12
125	4009.70
126	3362.86
127	2436.71
128	2242.67
129	1712.26
130	1298.35
131	1281.04
132	1248.09
133	1239.70
134	1287.06
135	1579.71
136	1945.30
137	1999.47
138	1994.16
139	1897.78
140	2302.06
141	1621.92
142	1633.50
143	151.10
144	145.83
145	153.56
146	146.66
147	156.36
148	156.46
149	4559.20
150	3691.36
151	2813.38
152	2526.57
153	1514.13
154	1229.99
155	1133.81
156	1161.98
157	1137.72
158	1198.59
159	1461.07
160	1746.54
161	1843.05
162	1797.64
163	1830.73
164	2270.55
165	1619.15
166	1654.59
167	140.53
168	157.42
169	164.75
170	156.35
171	168.70
172	171.59
173	4800.00
174	4032.60
175	3031.96
176	2895.03
177	2763.37
178	2627.30
179	2056.18
180	1304.83
181	1249.21
182	1208.37
183	1627.67
184	2124.89
185	2296.11
186	2237.42
187	2245.86
188	2674.96
189	2029.37
190	2096.97
191	171.48
192	175.97
193	181.81
194	171.01
195	178.70
196	179.33
197	4800.00
198	4224.73
199	3119.68
200	2853.41
201	2237.08
202	2162.90
203	1935.48
204	1477.43
205	1628.36
206	1778.63
207	2092.84
208	2297.69
209	2374.27
210	2249.66
211	2180.39
212	2612.99
213	1981.75
214	2059.18
215	164.46
216	185.39
217	190.78
218	179.18
219	190.74
220	192.94
221	4800.00
222	4542.73
223	3372.49
224	3164.45
225	2682.00
226	2163.82
227	2113.95
228	2282.79
229	2418.52
230	2381.35
231	2515.92
232	2606.43
233	2628.14
234	2483.62
235	2391.29
236	2765.32
237	2117.13
238	2181.97
239	178.66
240	179.43
241	185.49
242	175.76
243	185.58
244	185.95
245	4800.00
246	4444.83
247	3299.12
248	3115.46
249	2979.55
250	2845.97
251	2652.54
252	2487.99
253	2471.51
254	2267.81
255	2395.14
256	2641.62
257	2762.39
258	2649.88
259	2594.84
260	3026.44
261	2416.63
262	2512.29
263	194.23
264	217.41
265	225.38
266	216.02
267	225.00
268	234.92
269	4800.00
270	4800.00
271	3990.14
272	3699.55
273	3177.41
274	2893.78
275	2614.82
276	2257.73
277	1613.76
278	1387.81
279	1907.23
280	2600.93
281	2831.30
282	2718.48
283	2652.00
284	3038.85
285	2350.29
286	2408.95
287	192.02
288	208.49
289	215.29
290	203.81
291	215.45
292	217.26
293	4800.00
294	4800.00
295	4073.14
296	3645.91
297	2105.88
298	1699.43
299	1528.82
300	1421.54
301	1276.24
302	1164.80
303	1544.17
304	2354.24
305	2601.23
306	2638.11
307	2589.57
308	3016.53
309	2364.26
310	2437.84
311	211.11
312	218.23
313	225.91
314	219.35
315	237.03
316	316.73
317	4800.00
318	4800.00
319	4403.76
320	4002.48
321	2772.97
322	2081.04
323	1852.90
324	1634.04
325	1487.26
326	1312.78
327	1536.96
328	2198.11
329	2523.69
330	2620.19
331	2742.72
332	3107.08
333	2453.48
334	2548.18
335	213.43
336	225.27
337	231.37
338	218.98
339	234.41
340	296.36
341	4800.00
342	4800.00
343	4063.41
344	3589.26
345	2175.17
346	1874.58
347	1751.02
348	1580.44
349	1436.81
350	1229.61
351	1559.57
352	2218.58
353	2536.68
354	2502.57
355	2497.69
356	2907.64
357	2282.31
358	2370.68
359	199.02
360	209.15
361	208.41
362	190.89
363	200.48
364	201.23
365	4800.00
366	4693.67
367	3458.14
368	3284.30
369	3157.19
370	3083.14
371	2888.98
372	2681.32
373	2676.20
374	2600.38
375	2687.83
376	2731.53
377	2712.84
378	2503.73
379	2362.33
380	2729.46
381	2051.43
382	2042.98
383	167.11
384	169.71
385	173.69
386	162.15
387	172.72
388	171.25
389	4800.00
390	4039.79
391	2981.98
392	2789.42
393	2633.16
394	2473.64
395	1972.57
396	1695.71
397	1746.00
398	1818.91
399	2153.06
400	2275.35
401	2298.52
402	2144.65
403	2047.95
404	2434.91
405	1748.16
406	1744.30
407	148.00
408	160.48
409	166.27
410	152.79
411	161.77
412	164.69
413	4711.58
414	3865.32
415	2833.35
416	2609.18
417	2197.18
418	1934.08
419	1459.98
420	1266.06
421	1795.84
422	1774.13
423	1876.43
424	2196.49
425	2343.94
426	2241.32
427	2200.58
428	2621.34
429	1961.63
430	2004.11
431	169.07
432	183.05
433	189.26
434	176.76
435	185.64
436	185.47
437	4800.00
438	4372.37
439	3267.78
440	2943.68
441	2408.22
442	1830.16
443	1366.38
444	1226.99
445	1138.94
446	956.84
447	1207.59
448	1861.30
449	2219.66
450	2173.50
451	2159.48
452	2589.81
453	1975.63
454	2083.77
455	183.38
456	194.06
457	199.36
458	181.83
459	186.41
460	187.27
461	4800.00
462	4406.98
463	3250.31
464	2976.32
465	2383.26
466	2490.05
467	2335.33
468	1842.48
469	1986.10
470	1816.42
471	2091.93
472	2415.35
473	2435.33
474	2372.92
475	2221.16
476	2593.89
477	1948.98
478	1977.40
479	164.18
480	164.97
481	170.44
482	160.97
483	168.26
484	170.30
485	4800.00
486	4112.68
487	3102.79
488	2729.96
489	2025.52
490	1937.85
491	1726.63
492	1309.91
493	1094.94
494	1435.19
495	1803.29
496	2077.10
497	2171.66
498	2137.22
499	2133.83
500	2532.58
501	1920.38
502	1981.72
503	160.44
504	176.26
505	180.70
506	169.52
507	181.26
508	182.51
509	4800.00
510	4226.93
511	3130.88
512	3011.86
513	2899.83
514	2783.24
515	2615.41
516	2458.06
517	2487.34
518	2438.98
519	2382.96
520	2494.16
521	2565.22
522	2460.52
523	2378.01
524	2737.52
525	2063.47
526	2095.24
527	168.10
528	175.06
529	180.45
530	170.87
531	181.03
532	181.99
533	4800.00
534	4450.23
535	3398.16
536	3250.00
537	3007.18
538	2583.13
539	2230.47
540	1474.83
541	1330.33
542	1182.54
543	1553.09
544	2419.99
545	2813.80
546	2745.27
547	2716.73
548	3146.43
549	2567.97
550	2713.45
551	217.11
552	233.22
553	245.42
554	241.13
555	327.24
556	397.85
557	4800.00
558	4800.00
559	4425.60
560	3786.53
561	2593.91
562	2125.74
563	1888.59
564	1875.79
565	1597.99
566	1591.32
567	2067.02
568	2711.88
569	2996.66
570	2959.25
571	2924.21
572	3292.43
573	2674.79
574	2780.70
575	220.38
576	240.44
577	249.26
578	240.91
579	329.46
580	416.76
581	4800.00
582	4800.00
583	4800.00
584	3953.65
585	2595.09
586	2114.68
587	1961.72
588	1761.20
589	1579.46
590	1292.45
591	1498.67
592	2310.98
593	2747.92
594	2751.23
595	2808.02
596	3210.98
597	2624.37
598	2787.80
599	230.13
600	246.67
601	254.52
602	252.67
603	344.62
604	399.98
605	4800.00
606	4800.00
607	4471.39
608	4131.11
609	3870.05
610	3352.51
