Time [h]	ConstructionInstance(id=2).FluxShortWaveRadiationA [W]	ConstructionInstance(id=11).FluxShortWaveRadiationA [W]	ConstructionInstance(id=2).FluxShortWaveRadiationB [W]	ConstructionInstance(id=11).FluxShortWaveRadiationB [W]	ConstructionInstance(id=2).SolarRadiationFluxA [W/m2]	ConstructionInstance(id=11).SolarRadiationFluxA [W/m2]	ConstructionInstance(id=2).SolarRadiationFluxB [W/m2]	ConstructionInstance(id=11).SolarRadiationFluxB [W/m2]
4047	474.334	79.0557	1328.14	221.356	0	0	221.356	221.356
4047.5	382.77	63.7949	1071.76	178.626	0	0	178.626	178.626
4048	281.425	46.9042	787.991	131.332	0	0	131.332	131.332
4048.5	171.727	28.6212	480.837	80.1394	0	0	80.1394	80.1394
4049	103.255	17.2092	289.115	48.1858	0	0	48.1858	48.1858
4049.5	91.9938	15.3323	257.583	42.9304	0	0	42.9304	42.9304
4050	75.2492	12.5415	210.698	35.1163	0	0	35.1163	35.1163
4050.5	59.3171	9.88618	166.088	27.6813	0	0	27.6813	27.6813
4051	44.785	7.46417	125.398	20.8997	0	0	20.8997	20.8997
4051.5	30.3031	5.05051	84.8486	14.1414	0	0	14.1414	14.1414
4052	12.8018	2.13363	35.845	5.97416	0	0	5.97416	5.97416
4052.5	2.31429	0.385714	6.48	1.08	0	0	1.08	1.08
4053	1.15714	0.192857	3.24	0.54	0	0	0.54	0.54
4053.5	0	0	0	0	0	0	0	0
4054	0	0	0	0	0	0	0	0
4054.5	0	0	0	0	0	0	0	0
4055	0	0	0	0	0	0	0	0
4055.5	0	0	0	0	0	0	0	0
4056	0	0	0	0	0	0	0	0
4056.5	0	0	0	0	0	0	0	0
4057	0	0	0	0	0	0	0	0
4057.5	0	0	0	0	0	0	0	0
4058	0	0	0	0	0	0	0	0
4058.5	0	0	0	0	0	0	0	0
4059	1.15714	0.192857	3.24	0.54	0	0	0.54	0.54
4059.5	2.31429	0.385714	6.48	1.08	0	0	1.08	1.08
4060	11.9851	1.99752	33.5583	5.59306	0	0	5.59306	5.59306
4060.5	23.6977	3.94962	66.3536	11.0589	0	0	11.0589	11.0589
4061	36.5331	6.08885	102.293	17.0488	0	0	17.0488	17.0488
4061.5	51.7544	8.62573	144.912	24.1521	0	0	24.1521	24.1521
4062	65.4827	10.9138	183.352	30.5586	0	0	30.5586	30.5586
4062.5	80.5454	13.4242	225.527	37.5879	0	0	37.5879	37.5879
4063	92.4967	15.4161	258.991	43.1651	0	0	43.1651	43.1651
4063.5	105.242	17.5403	294.677	49.1129	0	0	49.1129	49.1129
4064	200.566	33.4276	561.584	93.5973	0	0	93.5973	93.5973
4064.5	299.112	49.852	837.514	139.586	0	0	139.586	139.586
4065	400.047	66.6745	1120.13	186.689	0	0	186.689	186.689
4065.5	480.229	80.0382	1344.64	224.107	0	0	224.107	224.107
4066	520.119	86.6865	1456.33	242.722	0	0	242.722	242.722
4066.5	529.086	88.1811	1481.44	246.907	0	0	246.907	246.907
4067	613.409	102.235	1717.55	286.258	0	0	286.258	286.258
4067.5	707.586	117.931	1981.24	330.207	0	0	330.207	330.207
4068	684.634	114.106	1916.98	319.496	0	0	319.496	319.496
4068.5	648.615	108.102	1816.12	302.687	0	0	302.687	302.687
4069	602.818	100.47	1687.89	281.315	0	0	281.315	281.315
4069.5	553.377	92.2294	1549.45	258.242	0	0	258.242	258.242
4070	459.077	76.5128	1285.41	214.236	0	0	214.236	214.236
4070.5	368.434	61.4057	1031.62	171.936	0	0	171.936	171.936
4071	298.212	49.7019	834.992	139.165	0	0	139.165	139.165
4071.5	241.526	40.2543	676.272	112.712	0	0	112.712	112.712
4072	249.638	41.6063	698.986	116.498	0	0	116.498	116.498
4072.5	218.159	36.3598	610.845	101.807	0	0	101.807	101.807
4073	155.361	25.8935	435.011	72.5018	0	0	72.5018	72.5018
4073.5	119.511	19.9185	334.631	55.7719	0	0	55.7719	55.7719
4074	90.2587	15.0431	252.724	42.1207	0	0	42.1207	42.1207
4074.5	61.0846	10.1808	171.037	28.5061	0	0	28.5061	28.5061
4075	45.0182	7.50304	126.051	21.0085	0	0	21.0085	21.0085
4075.5	29.4426	4.9071	82.4393	13.7399	0	0	13.7399	13.7399
4076	12.6677	2.11128	35.4695	5.91158	0	0	5.91158	5.91158
4076.5	2.31429	0.385714	6.48	1.08	0	0	1.08	1.08
4077	1.15714	0.192857	3.24	0.54	0	0	0.54	0.54
4077.5	0	0	0	0	0	0	0	0
4078	0	0	0	0	0	0	0	0
4078.5	0	0	0	0	0	0	0	0
4079	0	0	0	0	0	0	0	0
4079.5	0	0	0	0	0	0	0	0
4080	0	0	0	0	0	0	0	0
