                 Time [s]	     Steps	  RhsEvals	 LinSetups	  NIters	 NConvFails	  NErrFails	 Order	  StepSize [s]
        631800.0166027646	     12080	     21500	      6224	   21499	         41	       2662	     3	      0.020920
        633600.2248659774	     12140	     21602	      6253	   21601	         41	       2674	     4	      0.666580
        635400.0376371696	     12178	     21669	      6269	   21668	         41	       2682	     4	      0.183563
        637202.8811652873	     12224	     21735	      6287	   21734	         41	       2686	     4	     43.661714
        639000.0388669852	     12259	     21810	      6309	   21809	         41	       2699	     4	      0.292487
        640800.0541444399	     12312	     21890	      6330	   21889	         41	       2707	     3	      2.032716
        642600.3820275827	     12342	     21938	      6346	   21937	         41	       2712	     4	      2.803177
        644400.0033952737	     12393	     22020	      6367	   22019	         41	       2721	     4	      1.528512
        646200.3096781408	     12431	     22092	      6388	   22091	         41	       2731	     4	      0.624937
        648000.2497817323	     12465	     22146	      6402	   22145	         41	       2737	     4	      2.615165
        649800.1019980583	     12501	     22223	      6425	   22222	         42	       2747	     4	      0.233936
        651602.1537054500	     12550	     22297	      6443	   22296	         42	       2754	     4	      3.541819
        653400.0137578904	     12581	     22363	      6463	   22362	         43	       2762	     2	      0.020207
        655201.3524327804	     12624	     22420	      6477	   22419	         43	       2764	     5	     16.999945
        657000.1730638763	     12682	     22535	      6509	   22534	         43	       2782	     4	      0.183969
        658801.5778120887	     12728	     22608	      6531	   22607	         43	       2789	     4	      2.912558
        660600.0372113026	     12762	     22674	      6550	   22673	         43	       2799	     4	      0.140837
        662400.4806247770	     12836	     22781	      6572	   22780	         43	       2806	     4	      2.566744
        664200.0270918208	     12874	     22855	      6594	   22854	         43	       2816	     3	      0.035594
        666001.0189895427	     12938	     22954	      6621	   22953	         43	       2825	     3	      2.755172
        667800.5986573582	     12963	     23000	      6636	   22999	         43	       2831	     4	      1.066968
        669600.5099203086	     12999	     23068	      6658	   23067	         43	       2840	     2	      0.826154
        671400.0111143928	     13026	     23125	      6677	   23124	         44	       2847	     3	      0.449757
        673201.6415416932	     13068	     23191	      6694	   23190	         44	       2854	     4	     23.745616
        675000.0881268542	     13101	     23259	      6716	   23258	         44	       2866	     3	      2.795355
        676800.7200854598	     13126	     23306	      6732	   23305	         44	       2872	     3	      6.063587
        678600.5114792373	     13162	     23377	      6756	   23376	         44	       2883	     3	      0.522990
        680400.7149333041	     13193	     23426	      6770	   23425	         44	       2888	     3	      4.206600
        682254.5528028081	     13216	     23463	      6781	   23462	         44	       2891	     3	    278.313723
        684001.1873944452	     13223	     23482	      6786	   23481	         44	       2894	     4	     11.841073
        686065.9104992731	     13250	     23531	      6798	   23530	         44	       2900	     3	    267.179649
        687602.6249720928	     13261	     23559	      6807	   23558	         44	       2907	     4	      3.296167
        689771.2903969690	     13281	     23589	      6816	   23588	         44	       2909	     4	    544.328766
        691200.9746766442	     13290	     23617	      6825	   23616	         44	       2916	     4	      1.283595
        693131.5914238053	     13318	     23657	      6835	   23656	         44	       2918	     2	    227.283140
        694801.1956145961	     13327	     23678	      6841	   23677	         44	       2922	     3	     15.587029
        696710.5417451679	     13345	     23704	      6850	   23703	         44	       2924	     3	    385.815360
        698401.2144113792	     13357	     23736	      6861	   23735	         44	       2931	     3	      2.256888
        700200.2990735826	     13380	     23782	      6877	   23781	         44	       2938	     3	      0.613709
        702001.5156799559	     13407	     23821	      6889	   23820	         44	       2940	     3	     60.382069
        703800.0447228440	     13437	     23887	      6914	   23886	         44	       2952	     3	      0.989672
        705600.0859043020	     13475	     23957	      6934	   23956	         44	       2960	     4	      3.506855
        707400.1009927731	     13509	     24021	      6953	   24020	         44	       2970	     3	      0.159610
        709200.2822187970	     13540	     24058	      6960	   24057	         44	       2970	     3	    139.449015
        711000.0044841991	     13568	     24119	      6981	   24118	         44	       2980	     4	      3.983101
        712800.2729331040	     13616	     24197	      7006	   24196	         44	       2990	     4	      0.859646
        714600.0410983184	     13646	     24253	      7024	   24252	         44	       2998	     4	      1.811359
        716401.1902110628	     13693	     24337	      7050	   24336	         44	       3009	     4	      2.148057
        718200.0286228224	     13731	     24418	      7077	   24417	         44	       3023	     3	      0.030266
        720007.7966276238	     13800	     24528	      7108	   24527	         44	       3032	     3	     38.353794
        721800.0239676371	     13831	     24601	      7133	   24600	         44	       3045	     2	      0.054858
        723601.7480186390	     13871	     24665	      7153	   24664	         44	       3053	     4	      3.562903
        725400.0216173709	     13900	     24718	      7172	   24717	         44	       3060	     4	      2.078014
        727201.0352519627	     13938	     24788	      7193	   24787	         44	       3069	     3	      6.149687
        729000.2884279568	     13962	     24838	      7210	   24837	         44	       3077	     4	      0.424599
        730800.5901298946	     14000	     24901	      7228	   24900	         44	       3084	     3	      4.257357
        732600.1107099652	     14027	     24955	      7247	   24954	         44	       3093	     4	      0.453709
        734406.4597274024	     14069	     25016	      7266	   25015	         44	       3098	     4	     76.067090
        736200.0411361475	     14108	     25110	      7297	   25109	         44	       3117	     3	      0.157345
        738004.4073157555	     14144	     25169	      7312	   25168	         44	       3122	     3	      7.365680
        739800.6045679157	     14165	     25213	      7328	   25212	         44	       3130	     4	      3.145429
        741604.2819583360	     14201	     25270	      7343	   25269	         44	       3136	     4	     33.794408
        743400.1638931386	     14227	     25323	      7358	   25322	         44	       3144	     3	      1.143757
        745201.7215888808	     14255	     25375	      7375	   25374	         44	       3151	     4	      2.530461
        747000.8944940523	     14281	     25424	      7390	   25423	         44	       3158	     3	      2.341275
        748803.4111643835	     14307	     25466	      7402	   25465	         44	       3162	     4	     13.462615
        750600.8686494327	     14333	     25514	      7416	   25513	         44	       3168	     3	     20.253300
        752400.9571101111	     14407	     25646	      7456	   25645	         45	       3184	     4	      1.460514
        754200.4120300243	     14441	     25714	      7474	   25713	         45	       3194	     4	      0.517527
        756001.3613836364	     14473	     25765	      7489	   25764	         45	       3198	     4	    288.745012
        757800.3718854338	     14507	     25833	      7507	   25832	         45	       3208	     3	      7.018818
        759600.7763537468	     14533	     25883	      7523	   25882	         45	       3216	     4	      3.160202
        761400.0478657907	     14559	     25935	      7539	   25934	         45	       3225	     3	      0.256650
        763200.5128234365	     14598	     25993	      7558	   25992	         45	       3231	     4	      5.664073
        765000.3079143815	     14644	     26083	      7587	   26082	         45	       3245	     4	      0.499858
        766800.3755257798	     14679	     26132	      7597	   26131	         45	       3246	     4	    177.008753
        768601.0138785869	     14708	     26190	      7613	   26189	         45	       3255	     3	     12.135390
        770404.6865285434	     14733	     26242	      7629	   26241	         45	       3263	     3	      8.659612
        772392.6102615366	     14754	     26271	      7636	   26270	         45	       3264	     3	    247.137784
        774000.3996307686	     14765	     26304	      7648	   26303	         45	       3272	     4	      1.384228
        775839.2263558658	     14789	     26343	      7657	   26342	         45	       3274	     3	    249.742110
        777600.3063109394	     14798	     26365	      7663	   26364	         45	       3279	     4	      3.949359
        779650.7591815506	     14821	     26405	      7674	   26404	         45	       3283	     3	    445.494242
        781200.3264821195	     14831	     26430	      7682	   26429	         45	       3289	     3	      1.634453
        783077.3696126099	     14853	     26461	      7693	   26460	         45	       3291	     3	    311.741121
        784801.4534622901	     14865	     26491	      7703	   26490	         45	       3298	     4	      3.282366
        786600.4449773812	     14890	     26538	      7716	   26537	         45	       3304	     3	      4.118770
        788400.6744769610	     14916	     26588	      7731	   26587	         45	       3310	     3	      4.401199
        790200.2258155387	     14949	     26656	      7755	   26655	         45	       3322	     3	      0.242624
        792000.1148815646	     15002	     26749	      7783	   26748	         45	       3334	     2	      0.644196
        793800.0300058672	     15030	     26793	      7795	   26792	         45	       3339	     3	      1.771866
        795603.0477448546	     15050	     26825	      7805	   26824	         45	       3341	     3	     22.721710
        797400.4807299848	     15073	     26869	      7821	   26868	         45	       3348	     3	      0.789691
        799200.2784785088	     15106	     26931	      7839	   26930	         45	       3355	     3	      1.029190
        801000.4199633148	     15134	     26987	      7856	   26986	         45	       3362	     3	      1.118187
        802800.3003684699	     15167	     27045	      7871	   27044	         45	       3369	     3	      0.545489
        804600.3831029036	     15199	     27102	      7890	   27101	         46	       3375	     3	      2.137321
        806400.2794355407	     15273	     27222	      7921	   27221	         46	       3388	     4	      5.063677
        808200.0477844801	     15314	     27303	      7944	   27302	         46	       3400	     4	      0.122991
        810000.2949537010	     15355	     27368	      7963	   27367	         46	       3407	     4	      1.879922
        811800.2944300553	     15395	     27443	      7986	   27442	         46	       3417	     4	      0.427622
        813601.2983195840	     15432	     27506	      8001	   27505	         46	       3423	     4	     74.048084
        815400.0341020721	     15470	     27587	      8026	   27586	         46	       3437	     4	      0.036590
        817201.3905168973	     15524	     27672	      8051	   27671	         46	       3446	     4	      2.289961
        819000.1053693995	     15553	     27724	      8065	   27723	         46	       3452	     4	      0.169417
        820800.4952698895	     15608	     27808	      8088	   27807	         46	       3461	     4	      2.824214
        822656.3116550542	     15635	     27850	      8097	   27849	         46	       3465	     3	     69.887020
        824400.9930031881	     15650	     27883	      8106	   27882	         46	       3471	     4	      1.668765
        826200.0073105660	     15682	     27947	      8128	   27946	         46	       3481	     3	      0.069801
        828000.4561405003	     15728	     28021	      8147	   28020	         46	       3489	     4	      2.033355
        829800.1108670551	     15767	     28105	      8174	   28104	         46	       3504	     3	      0.185470
        831600.7996649006	     15808	     28171	      8196	   28170	         46	       3511	     3	      0.845922
        833400.0266928416	     15838	     28231	      8216	   28230	         47	       3518	     3	      0.150129
        835200.1537109225	     15890	     28306	      8236	   28305	         47	       3524	     4	      5.302858
        837000.0045031616	     15919	     28369	      8255	   28368	         47	       3535	     5	      0.058534
        838801.0104119240	     16011	     28514	      8293	   28513	         47	       3549	     4	      6.164679
        840600.3407948363	     16043	     28570	      8307	   28569	         47	       3554	     4	      7.103674
        842400.0290741649	     16084	     28643	      8326	   28642	         47	       3564	     3	      2.220591
        844200.0357945049	     16117	     28707	      8349	   28706	         47	       3575	     3	      0.052656
        846001.0595851034	     16154	     28769	      8366	   28768	         47	       3581	     4	      3.908949
        847800.4094117376	     16186	     28838	      8387	   28837	         47	       3592	     3	      0.915029
        849603.2108056424	     16214	     28883	      8397	   28882	         47	       3595	     4	    124.427528
        851400.0605190390	     16272	     28989	      8430	   28988	         47	       3610	     3	      1.557016
        853201.8906374853	     16308	     29054	      8450	   29053	         47	       3619	     5	      3.058523
        855000.0759863438	     16352	     29132	      8470	   29131	         47	       3629	     3	      5.102060
        856803.4190635751	     16375	     29174	      8483	   29173	         47	       3634	     3	      4.782122
        858850.7570267087	     16395	     29197	      8488	   29196	         47	       3634	     4	    271.785266
        860401.7485807254	     16402	     29217	      8494	   29216	         47	       3639	     4	      2.505604
        862596.7801260542	     16422	     29245	      8502	   29244	         47	       3640	     4	    461.894061
        864012.1872287879	     16426	     29257	      8505	   29256	         47	       3642	     4	     29.724921
