time [h]	Qevap [W]
0	3733.33
1	3733.33
2	3733.33
3	0.00
4	0.00
5	0.00
6	0.00
7	3733.33
8	3733.33
9	3733.33
10	3733.33
11	3733.33
12	3733.33
13	0.00
14	0.00
15	3733.33
16	3733.33
17	3733.33
18	3733.33
19	3733.33
20	0.00
21	0.00
22	3733.33
23	3733.33
24	3733.33
25	3733.33
26	3733.33
27	3733.33
28	0.00
29	0.00
30	3733.33
31	3733.33
32	3733.33
33	3733.33
34	3733.33
35	0.00
36	0.00
37	3733.33
38	3733.33
39	3733.33
40	3733.33
41	3733.33
42	3733.33
43	0.00
44	0.00
45	3733.33
46	3733.33
47	3733.33
48	3733.33
49	3733.33
50	0.00
51	0.00
52	3733.33
53	3733.33
54	3733.33
55	3733.33
56	3733.33
57	0.00
58	0.00
59	3733.33
60	3733.33
61	3733.33
62	3733.33
63	3733.33
64	3733.33
65	0.00
66	0.00
67	3733.33
68	3733.33
69	3733.33
70	3733.33
71	3733.33
72	3733.33
73	0.00
74	0.00
75	3733.33
76	3733.33
77	3733.33
78	3733.33
79	3733.33
80	0.00
81	0.00
82	3733.33
83	3733.33
84	3733.33
85	3733.33
86	0.00
87	0.00
88	3733.33
89	3733.33
90	3733.33
91	3733.33
92	3733.33
93	0.00
94	0.00
95	3733.33
96	3733.33
97	3733.33
98	3733.33
99	3733.33
100	0.00
101	0.00
102	3733.33
103	3733.33
104	3733.33
105	3733.33
106	0.00
107	0.00
108	3733.33
109	3733.33
110	3733.33
111	3733.33
112	3733.33
113	3733.33
114	3733.33
115	0.00
116	0.00
117	3733.33
118	3733.33
119	3733.33
120	3733.33
121	3733.33
122	0.00
123	0.00
124	3733.33
125	3733.33
126	3733.33
127	3733.33
128	3733.33
129	0.00
130	0.00
131	3733.33
132	3733.33
133	3733.33
134	3733.33
135	0.00
136	0.00
137	3733.33
138	3733.33
139	3733.33
140	3733.33
141	3733.33
142	3733.33
143	0.00
144	0.00
145	0.00
146	0.00
147	0.00
148	0.00
149	0.00
150	3733.33
151	3733.33
152	3733.33
153	3733.33
154	3733.33
155	0.00
156	0.00
157	3733.33
158	3733.33
159	3733.33
160	3733.33
161	3733.33
162	3733.33
163	0.00
164	0.00
165	0.00
166	3733.33
167	3733.33
168	3733.33
169	3733.33
170	0.00
171	0.00
172	0.00
173	0.00
174	0.00
175	3733.33
176	3733.33
177	3733.33
178	3733.33
179	3733.33
180	3733.33
181	3733.33
182	0.00
183	0.00
184	3733.33
185	3733.33
186	3733.33
187	3733.33
188	3733.33
189	0.00
190	0.00
191	3733.33
192	3733.33
193	3733.33
194	3733.33
195	0.00
196	0.00
197	0.00
198	3733.33
199	3733.33
200	3733.33
201	3733.33
202	0.00
203	0.00
204	3733.33
205	3733.33
206	3733.33
207	3733.33
208	3733.33
209	0.00
210	0.00
211	3733.33
212	3733.33
213	3733.33
214	3733.33
215	3733.33
216	3733.33
217	3733.33
218	0.00
219	0.00
220	3733.33
221	3733.33
222	3733.33
223	3733.33
224	3733.33
225	3733.33
226	0.00
227	0.00
228	3733.33
229	3733.33
230	3733.33
231	3733.33
232	3733.33
233	0.00
234	0.00
235	3733.33
236	3733.33
237	3733.33
238	3733.33
239	3733.33
240	3733.33
241	3733.33
242	0.00
243	0.00
244	3733.33
245	3733.33
246	3733.33
247	3733.33
248	3733.33
249	0.00
250	0.00
251	3733.33
252	3733.33
253	3733.33
254	3733.33
255	3733.33
256	3733.33
257	0.00
258	0.00
259	3733.33
260	3733.33
261	3733.33
262	3733.33
263	0.00
264	0.00
265	3733.33
266	3733.33
267	3733.33
268	3733.33
269	0.00
270	0.00
271	3733.33
272	3733.33
273	3733.33
274	3733.33
275	3733.33
276	3733.33
277	0.00
278	0.00
279	3733.33
280	3733.33
281	3733.33
282	3733.33
283	3733.33
284	3733.33
285	0.00
286	0.00
287	3733.33
288	3733.33
289	3733.33
290	3733.33
291	3733.33
292	3733.33
293	3733.33
294	0.00
295	0.00
296	3733.33
297	3733.33
298	3733.33
299	3733.33
300	3733.33
301	0.00
302	0.00
303	3733.33
304	3733.33
305	3733.33
306	3733.33
307	0.00
308	0.00
309	3733.33
310	3733.33
311	3733.33
312	3733.33
313	3733.33
314	3733.33
315	0.00
316	0.00
317	3733.33
318	3733.33
319	3733.33
320	3733.33
321	3733.33
322	0.00
323	0.00
324	3733.33
325	3733.33
326	3733.33
327	3733.33
328	3733.33
329	3733.33
330	0.00
331	0.00
332	3733.33
333	3733.33
334	3733.33
335	3733.33
336	3733.33
337	3733.33
338	3733.33
339	0.00
340	0.00
341	3733.33
342	3733.33
343	3733.33
344	3733.33
345	3733.33
346	0.00
347	0.00
348	3733.33
349	3733.33
350	3733.33
351	3733.33
352	3733.33
353	3733.33
354	3733.33
355	0.00
356	0.00
357	3733.33
358	3733.33
359	3733.33
360	3733.33
361	3733.33
362	3733.33
363	0.00
364	0.00
365	3733.33
366	3733.33
367	3733.33
