time [h]	Qevap [W]
0	4666.67
1	4666.67
2	4666.67
3	0.00
4	0.00
5	0.00
6	0.00
7	4666.67
8	4666.67
9	4666.67
10	4666.67
11	4666.67
12	0.00
13	0.00
14	4666.67
15	4666.67
16	4666.67
17	4666.67
18	0.00
19	0.00
20	4666.67
21	4666.67
22	4666.67
23	4666.67
24	0.00
25	0.00
26	4666.67
27	4666.67
28	4666.67
29	4666.67
30	4666.67
31	0.00
32	0.00
33	4666.67
34	4666.67
35	4666.67
36	4666.67
37	4666.67
38	4666.67
39	0.00
40	0.00
41	4666.67
42	4666.67
43	4666.67
44	4666.67
45	4666.67
46	0.00
47	0.00
48	4666.67
49	4666.67
50	4666.67
51	4666.67
52	4666.67
53	0.00
54	0.00
55	4666.67
56	4666.67
57	4666.67
58	4666.67
59	4666.67
60	0.00
61	0.00
62	4666.67
63	4666.67
64	4666.67
65	4666.67
66	4666.67
67	0.00
68	0.00
69	4666.67
70	4666.67
71	4666.67
72	4666.67
73	4666.67
74	0.00
75	0.00
76	4666.67
77	4666.67
78	4666.67
79	4666.67
80	4666.67
81	4666.67
82	4666.67
83	0.00
84	0.00
85	4666.67
86	4666.67
87	4666.67
88	4666.67
89	4666.67
90	4666.67
91	0.00
92	0.00
93	4666.67
94	4666.67
95	4666.67
96	4666.67
97	4666.67
98	4666.67
99	0.00
100	0.00
101	4666.67
102	4666.67
103	4666.67
104	4666.67
105	4666.67
106	0.00
107	0.00
108	4666.67
109	4666.67
110	4666.67
111	4666.67
112	4666.67
113	0.00
114	0.00
115	4666.67
116	4666.67
117	4666.67
118	4666.67
119	4666.67
120	0.00
121	0.00
122	4666.67
123	4666.67
124	4666.67
125	4666.67
126	4666.67
127	4666.67
128	0.00
129	0.00
130	0.00
131	4666.67
132	4666.67
133	4666.67
134	4666.67
135	0.00
136	0.00
137	0.00
138	0.00
139	4666.67
140	4666.67
141	4666.67
142	4666.67
143	4666.67
144	4666.67
145	0.00
146	0.00
147	0.00
148	0.00
149	0.00
150	0.00
151	0.00
152	4666.67
153	4666.67
154	4666.67
155	4666.67
156	4666.67
157	4666.67
158	0.00
159	0.00
160	0.00
161	0.00
162	4666.67
163	4666.67
164	4666.67
165	4666.67
166	4666.67
167	4666.67
168	0.00
169	0.00
170	0.00
171	0.00
172	0.00
173	0.00
174	0.00
175	4666.67
176	4666.67
177	4666.67
178	4666.67
179	4666.67
180	4666.67
181	0.00
182	0.00
183	4666.67
184	4666.67
185	4666.67
186	4666.67
187	0.00
188	0.00
189	4666.67
190	4666.67
191	4666.67
192	4666.67
193	4666.67
194	0.00
195	0.00
196	0.00
197	0.00
198	4666.67
199	4666.67
200	4666.67
201	4666.67
202	4666.67
203	0.00
204	0.00
205	4666.67
206	4666.67
207	4666.67
208	4666.67
209	4666.67
210	0.00
211	0.00
212	4666.67
213	4666.67
214	4666.67
215	4666.67
216	4666.67
217	0.00
218	0.00
219	4666.67
220	4666.67
221	4666.67
222	4666.67
223	0.00
224	0.00
225	4666.67
226	4666.67
227	4666.67
228	4666.67
229	4666.67
230	4666.67
231	0.00
232	0.00
233	4666.67
234	4666.67
235	4666.67
236	4666.67
237	4666.67
238	0.00
239	0.00
240	4666.67
241	4666.67
242	4666.67
243	4666.67
244	0.00
245	0.00
246	4666.67
247	4666.67
248	4666.67
249	4666.67
250	0.00
251	0.00
252	4666.67
253	4666.67
254	4666.67
255	4666.67
256	4666.67
257	0.00
258	0.00
259	4666.67
260	4666.67
261	4666.67
262	4666.67
263	0.00
264	0.00
265	4666.67
266	4666.67
267	4666.67
268	4666.67
269	4666.67
270	4666.67
271	0.00
272	0.00
273	4666.67
274	4666.67
275	4666.67
276	4666.67
277	4666.67
278	4666.67
